human gene	mouse gene	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000226442	ENSMUSG00000100367	0.604575163	0.869565217
ENSG00000226442	ENSMUSG00000100798	0.645631068	0.8
ENSG00000226442	ENSMUSG00000100908	0.710702341	0.769230769
ENSG00000226442	ENSMUSG00000104057	0.605220228	0.869565217
ENSG00000226542	ENSMUSG00000099848	0.521394612	0.1
ENSG00000226542	ENSMUSG00000099938	0.550473186	0.3
ENSG00000226542	ENSMUSG00000101288	0.573872473	0.3
ENSG00000227033	ENSMUSG00000099401	0.502572899	0.702702703
ENSG00000227252	ENSMUSG00000101951	0.439102564	0.875
ENSG00000227252	ENSMUSG00000101997	0.55987055	0.714285714
ENSG00000227252	ENSMUSG00000103061	0.586879433	0.56
ENSG00000227252	ENSMUSG00000103978	0.562056738	0.541666667
ENSG00000227252	ENSMUSG00000104087	0.412698413	0.8125
ENSG00000228162	ENSMUSG00000097398	0.6485623	0.727272727
ENSG00000228162	ENSMUSG00000099378	0.472440945	0.7
ENSG00000228162	ENSMUSG00000100367	0.691176471	0.739130435
ENSG00000228162	ENSMUSG00000100798	0.632686084	0.68
ENSG00000228162	ENSMUSG00000100908	0.613712375	0.653846154
ENSG00000228162	ENSMUSG00000104057	0.69004894	0.739130435
ENSG00000228226	ENSMUSG00000100580	0.647859922	0.25
ENSG00000228226	ENSMUSG00000102750	0.586580087	0.363636364
ENSG00000230385	ENSMUSG00000090103	0.53125	0.620689655
ENSG00000230385	ENSMUSG00000100217	0.707434053	0.633333333
ENSG00000231534	ENSMUSG00000072109	0.708641975	0.5
ENSG00000231534	ENSMUSG00000089652	0.587378641	0.458333333
ENSG00000231534	ENSMUSG00000090252	0.633906634	0.458333333
ENSG00000231682	ENSMUSG00000085420	0.524786325	0.571428571
ENSG00000231682	ENSMUSG00000099553	0.596989967	0.62962963
ENSG00000231682	ENSMUSG00000099848	0.58637084	0.8
ENSG00000232023	ENSMUSG00000100580	0.671206226	0.291666667
ENSG00000232023	ENSMUSG00000102750	0.476190476	0.363636364
ENSG00000232023	ENSMUSG00000104219	0.609037328	0.304347826
ENSG00000232328	ENSMUSG00000100850	0.542857143	0.769230769
ENSG00000232328	ENSMUSG00000101028	0.596825397	0.785714286
ENSG00000232328	ENSMUSG00000103292	0.548281506	0.5
ENSG00000232520	ENSMUSG00000090103	0.540865385	0.620689655
ENSG00000232520	ENSMUSG00000100217	0.700239808	0.633333333
ENSG00000232893	ENSMUSG00000092627	0.555729984	0.666666667
ENSG00000232893	ENSMUSG00000100850	0.582539683	0.538461538
ENSG00000232893	ENSMUSG00000101028	0.533333333	0.428571429
ENSG00000232893	ENSMUSG00000103252	0.507788162	0.555555556
ENSG00000233538	ENSMUSG00000073627	0.663043478	0.529411765
ENSG00000233538	ENSMUSG00000102927	0.529215359	0.421052632
ENSG00000233538	ENSMUSG00000103272	0.625	0.607142857
ENSG00000233611	ENSMUSG00000092627	0.640502355	0.555555556
ENSG00000233611	ENSMUSG00000100850	0.577777778	0.307692308
ENSG00000233611	ENSMUSG00000103252	0.591900312	0.444444444
ENSG00000235070	ENSMUSG00000104029	0.690789474	0.666666667
ENSG00000235293	ENSMUSG00000099378	0.549606299	0.15
ENSG00000235293	ENSMUSG00000101662	0.443234837	0.5
ENSG00000235293	ENSMUSG00000102700	0.577160494	0.181818182
ENSG00000235293	ENSMUSG00000104114	0.522550544	0.444444444
ENSG00000235419	ENSMUSG00000073628	0.697336562	0.633333333
ENSG00000235419	ENSMUSG00000089714	0.73253012	0.62962963
ENSG00000235419	ENSMUSG00000090246	0.706730769	0.655172414
ENSG00000235529	ENSMUSG00000101662	0.594090202	0.75
ENSG00000235529	ENSMUSG00000103252	0.443925234	0.666666667
ENSG00000235529	ENSMUSG00000104114	0.643856921	0.666666667
ENSG00000235726	ENSMUSG00000099848	0.606973059	0.3
ENSG00000235726	ENSMUSG00000101288	0.488335925	0.4
ENSG00000236116	ENSMUSG00000097564	0.590038314	0.347826087
ENSG00000236116	ENSMUSG00000100190	0.669902913	0.4
ENSG00000236116	ENSMUSG00000102280	0.647286822	0.434782609
ENSG00000236116	ENSMUSG00000104423	0.666019417	0.4
ENSG00000236432	ENSMUSG00000097564	0.735632184	0.47826087
ENSG00000236432	ENSMUSG00000100786	0.603883495	0.375
ENSG00000236432	ENSMUSG00000102280	0.689922481	0.391304348
ENSG00000237087	ENSMUSG00000089821	0.572864322	0.452380952
ENSG00000237087	ENSMUSG00000099401	0.540308748	0.621621622
ENSG00000237087	ENSMUSG00000099839	0.595959596	0.666666667
ENSG00000237126	ENSMUSG00000089821	0.67001675	0.571428571
ENSG00000237126	ENSMUSG00000099401	0.528301887	0.432432432
ENSG00000237126	ENSMUSG00000099839	0.638047138	0.527777778
ENSG00000237581	ENSMUSG00000085420	0.721367521	0.821428571
ENSG00000237581	ENSMUSG00000099553	0.658862876	0.777777778
ENSG00000238062	ENSMUSG00000090246	0.53125	0.586206897
ENSG00000238062	ENSMUSG00000099767	0.685520362	0.689655172
ENSG00000238062	ENSMUSG00000100108	0.691075515	0.740740741
ENSG00000241409	ENSMUSG00000089821	0.634840871	0.761904762
ENSG00000241409	ENSMUSG00000099839	0.558922559	0.638888889
ENSG00000259793	ENSMUSG00000092220	0.518197574	0.833333333
ENSG00000259793	ENSMUSG00000101942	0.673139159	0.864864865
ENSG00000261096	ENSMUSG00000073627	0.574275362	0.647058824
ENSG00000261096	ENSMUSG00000100768	0.566942149	0.702702703
ENSG00000261096	ENSMUSG00000102293	0.523178808	0.675675676
ENSG00000261096	ENSMUSG00000102383	0.544262295	0.702702703
ENSG00000261096	ENSMUSG00000102571	0.503289474	0.666666667
ENSG00000261096	ENSMUSG00000102649	0.514096186	0.675675676
ENSG00000261096	ENSMUSG00000102927	0.626043406	0.684210526
ENSG00000261096	ENSMUSG00000102956	0.454098361	0.657142857
ENSG00000261096	ENSMUSG00000103609	0.619205298	0.72972973
ENSG00000261096	ENSMUSG00000104121	0.551554828	0.702702703
ENSG00000261096	ENSMUSG00000104400	0.540849673	0.702702703
ENSG00000261298	ENSMUSG00000097398	0.568690096	0.818181818
ENSG00000261298	ENSMUSG00000100367	0.635620915	0.826086957
ENSG00000261298	ENSMUSG00000100798	0.676375405	0.76
ENSG00000261298	ENSMUSG00000100908	0.693979933	0.730769231
ENSG00000261298	ENSMUSG00000104057	0.636215334	0.826086957
ENSG00000261379	ENSMUSG00000103571	0.702380952	0.333333333
ENSG00000261379	ENSMUSG00000104493	0.740740741	0.333333333
ENSG00000261829	ENSMUSG00000100217	0.647482014	0.533333333
ENSG00000261829	ENSMUSG00000103272	0.600409836	0.678571429
ENSG00000270540	ENSMUSG00000092627	0.565149137	0.666666667
ENSG00000270540	ENSMUSG00000100850	0.580952381	0.538461538
ENSG00000270540	ENSMUSG00000101028	0.531746032	0.428571429
ENSG00000270540	ENSMUSG00000103252	0.517133956	0.555555556
ENSG00000272622	ENSMUSG00000103571	0.700396825	0.333333333
ENSG00000272622	ENSMUSG00000104493	0.744639376	0.333333333
ENSG00000279218	ENSMUSG00000100367	0.58496732	0.869565217
ENSG00000279218	ENSMUSG00000100798	0.632686084	0.8
ENSG00000279218	ENSMUSG00000100908	0.697324415	0.769230769
ENSG00000279218	ENSMUSG00000104057	0.585644372	0.869565217
ENSG00000279809	ENSMUSG00000085420	0.682051282	0.785714286
ENSG00000279809	ENSMUSG00000092220	0.608318891	0.333333333
ENSG00000279809	ENSMUSG00000099553	0.620401338	0.740740741
ENSG00000279964	ENSMUSG00000073628	0.682808717	0.566666667
ENSG00000279964	ENSMUSG00000089652	0.798543689	0.666666667
ENSG00000279964	ENSMUSG00000089714	0.718072289	0.592592593
ENSG00000279964	ENSMUSG00000090246	0.6875	0.586206897
ENSG00000279964	ENSMUSG00000090252	0.769041769	0.625
ENSG00000280744	ENSMUSG00000097398	0.642172524	0.727272727
ENSG00000280744	ENSMUSG00000099378	0.606299213	0.8
ENSG00000280744	ENSMUSG00000100367	0.619281046	0.652173913
ENSG00000280744	ENSMUSG00000100798	0.538834951	0.6
ENSG00000280744	ENSMUSG00000100908	0.454849498	0.576923077
ENSG00000280744	ENSMUSG00000102700	0.560185185	0.727272727
ENSG00000280744	ENSMUSG00000104057	0.618270799	0.652173913
ENSG00000280744	ENSMUSG00000104114	0.290824261	0.125
ENSG00000283164	ENSMUSG00000072109	0.26835443	0.391304348
ENSG00000283164	ENSMUSG00000100217	0.697841727	0.633333333
ENSG00000225377	ENSMUSG00000068062	0.38641189	0.392857143
ENSG00000229728	ENSMUSG00000087035	0.395465995	0.326086957
ENSG00000229728	ENSMUSG00000087433	0.451697128	0.414634146
ENSG00000234684	ENSMUSG00000087035	0.408060453	0.369565217
ENSG00000234684	ENSMUSG00000087433	0.467362924	0.463414634
ENSG00000272874	ENSMUSG00000085946	0.277915633	0.235294118
ENSG00000274269	ENSMUSG00000086800	0.443069307	0.468085106
ENSG00000274269	ENSMUSG00000087035	0.498740554	0.52173913
ENSG00000274269	ENSMUSG00000087433	0.451697128	0.487804878
ENSG00000276026	ENSMUSG00000087033	0.448780488	0.520833333
ENSG00000280162	ENSMUSG00000087035	0.425692695	0.391304348
ENSG00000280162	ENSMUSG00000087433	0.462140992	0.463414634
ENSG00000125899	ENSMUSG00000085504	0.764857881	0.857142857
ENSG00000125899	ENSMUSG00000085640	0.681818182	0.833333333
ENSG00000125899	ENSMUSG00000099683	0.659898477	0.833333333
ENSG00000179447	ENSMUSG00000074753	0.636363636	0.785714286
ENSG00000205181	ENSMUSG00000084839	0.613247863	0.75
ENSG00000205181	ENSMUSG00000086250	0.702702703	0.8
ENSG00000205300	ENSMUSG00000086831	0.530864198	0.6875
ENSG00000224961	ENSMUSG00000085504	0.837209302	0.857142857
ENSG00000224961	ENSMUSG00000099683	0.883248731	1
ENSG00000225127	ENSMUSG00000087618	0.761904762	0.727272727
ENSG00000225181	ENSMUSG00000074763	0.338095238	0.5
ENSG00000225181	ENSMUSG00000086450	0.362980769	0.5
ENSG00000225280	ENSMUSG00000053545	0.711111111	0.6
ENSG00000225280	ENSMUSG00000086509	0.651006711	0.555555556
ENSG00000225479	ENSMUSG00000085709	0.386956522	0.5
ENSG00000225479	ENSMUSG00000085908	0.377969762	0.5
ENSG00000225479	ENSMUSG00000086928	0.442477876	0.428571429
ENSG00000225640	ENSMUSG00000084839	0.617521368	0.75
ENSG00000225640	ENSMUSG00000086250	0.702702703	0.8
ENSG00000225640	ENSMUSG00000086575	0.501052632	0.578947368
ENSG00000225956	ENSMUSG00000085071	0.704225352	0.666666667
ENSG00000225988	ENSMUSG00000086928	0.683628319	0.75
ENSG00000226263	ENSMUSG00000085071	0.711267606	0.666666667
ENSG00000226644	ENSMUSG00000100255	0.499025341	0.65
ENSG00000226995	ENSMUSG00000084839	0.613247863	0.75
ENSG00000226995	ENSMUSG00000086250	0.711018711	0.8
ENSG00000228604	ENSMUSG00000087618	0.732426304	0.727272727
ENSG00000229262	ENSMUSG00000084837	0.706293706	0.944444444
ENSG00000229262	ENSMUSG00000085127	0.660746004	0.777777778
ENSG00000229876	ENSMUSG00000086478	0.507246377	0.6
ENSG00000229876	ENSMUSG00000086650	0.737179487	1
ENSG00000229876	ENSMUSG00000087585	0.732334047	1
ENSG00000230010	ENSMUSG00000074758	0.505660377	0.684210526
ENSG00000230176	ENSMUSG00000086329	0.645374449	0.568181818
ENSG00000230176	ENSMUSG00000087524	0.70230608	0.675675676
ENSG00000230506	ENSMUSG00000103066	0.890243902	1
ENSG00000230563	ENSMUSG00000027345	0.693446089	0.8
ENSG00000230563	ENSMUSG00000074783	0.646186441	0.789473684
ENSG00000230563	ENSMUSG00000086379	0.71875	0.8
ENSG00000230563	ENSMUSG00000087377	0.574642127	0.636363636
ENSG00000230839	ENSMUSG00000086637	0.286644951	0.428571429
ENSG00000230839	ENSMUSG00000087015	0.271544715	0.428571429
ENSG00000230990	ENSMUSG00000086214	0.797927461	0.8
ENSG00000232448	ENSMUSG00000103066	0.880487805	1
ENSG00000232675	ENSMUSG00000074753	0.809090909	0.769230769
ENSG00000232712	ENSMUSG00000087618	0.70521542	0.727272727
ENSG00000232738	ENSMUSG00000085383	0.870159453	0.9
ENSG00000232900	ENSMUSG00000086214	0.423592493	0.666666667
ENSG00000233048	ENSMUSG00000085071	0.73943662	0.666666667
ENSG00000233625	ENSMUSG00000074758	0.694339623	0.944444444
ENSG00000233625	ENSMUSG00000086384	0.621716287	0.85
ENSG00000233895	ENSMUSG00000087158	0.533898305	0.529411765
ENSG00000233895	ENSMUSG00000087594	0.8321513	1
ENSG00000234104	ENSMUSG00000085796	0.635346756	0.916666667
ENSG00000235820	ENSMUSG00000027345	0.674418605	0.8
ENSG00000235820	ENSMUSG00000074783	0.637711864	0.789473684
ENSG00000235820	ENSMUSG00000086379	0.70625	0.8
ENSG00000235820	ENSMUSG00000087377	0.54192229	0.636363636
ENSG00000235914	ENSMUSG00000074763	0.935714286	1
ENSG00000235914	ENSMUSG00000086450	0.925120773	1
ENSG00000235996	ENSMUSG00000074753	0.590909091	0.785714286
ENSG00000236387	ENSMUSG00000086822	0.610547667	0.696969697
ENSG00000236387	ENSMUSG00000086831	0.644032922	0.71875
ENSG00000236985	ENSMUSG00000086171	0.51056338	0.5
ENSG00000237259	ENSMUSG00000074758	0.513207547	0.65
ENSG00000237282	ENSMUSG00000084837	0.604895105	0.842105263
ENSG00000237282	ENSMUSG00000085127	0.523978686	0.684210526
ENSG00000237832	ENSMUSG00000074763	0.926190476	1
ENSG00000237832	ENSMUSG00000086450	0.917874396	1
ENSG00000238282	ENSMUSG00000087524	0.595387841	0.621621622
ENSG00000243961	ENSMUSG00000085383	0.519362187	0.8
ENSG00000243961	ENSMUSG00000103066	0.76097561	0.875
ENSG00000266908	ENSMUSG00000027345	0.680761099	0.8
ENSG00000266908	ENSMUSG00000074783	0.637711864	0.789473684
ENSG00000266908	ENSMUSG00000086379	0.708333333	0.8
ENSG00000266908	ENSMUSG00000087377	0.554192229	0.636363636
ENSG00000268628	ENSMUSG00000074753	0.763636364	0.692307692
ENSG00000269931	ENSMUSG00000085071	0.727699531	0.555555556
ENSG00000270777	ENSMUSG00000085504	0.790697674	0.857142857
ENSG00000270777	ENSMUSG00000085640	0.64973262	0.833333333
ENSG00000270777	ENSMUSG00000099683	0.685279188	0.833333333
ENSG00000270792	ENSMUSG00000085504	0.834625323	1
ENSG00000270792	ENSMUSG00000085640	0.481283422	0.714285714
ENSG00000270792	ENSMUSG00000099683	0.817258883	0.857142857
ENSG00000273998	ENSMUSG00000086504	0.919724771	0.857142857
ENSG00000274863	ENSMUSG00000074753	0.459090909	0.625
ENSG00000274949	ENSMUSG00000086329	0.696035242	0.704545455
ENSG00000274949	ENSMUSG00000087405	0.717062635	0.704545455
ENSG00000275142	ENSMUSG00000087158	0.455508475	0.411764706
ENSG00000275142	ENSMUSG00000087594	0.784869976	0.777777778
ENSG00000275457	ENSMUSG00000087618	0.650793651	0.636363636
ENSG00000275491	ENSMUSG00000086329	0.691629956	0.704545455
ENSG00000275491	ENSMUSG00000087405	0.717062635	0.704545455
ENSG00000275632	ENSMUSG00000086478	0.670807453	0.733333333
ENSG00000275728	ENSMUSG00000086504	0.915525114	0.857142857
ENSG00000276649	ENSMUSG00000086637	0.283387622	0.514285714
ENSG00000276649	ENSMUSG00000087015	0.305691057	0.514285714
ENSG00000276688	ENSMUSG00000027345	0.697674419	0.8
ENSG00000276688	ENSMUSG00000074783	0.599576271	0.789473684
ENSG00000276688	ENSMUSG00000086379	0.672916667	0.8
ENSG00000276688	ENSMUSG00000086756	0.554	0.413793103
ENSG00000276688	ENSMUSG00000087377	0.603271984	0.636363636
ENSG00000276768	ENSMUSG00000086250	0.505197505	0.65
ENSG00000276768	ENSMUSG00000086822	0.519269777	0.363636364
ENSG00000277087	ENSMUSG00000086250	0.501039501	0.65
ENSG00000277087	ENSMUSG00000086822	0.521298174	0.363636364
ENSG00000277373	ENSMUSG00000086171	0.522887324	0.789473684
ENSG00000277373	ENSMUSG00000086384	0.563922942	0.7
ENSG00000277373	ENSMUSG00000087115	0.618965517	0.85
ENSG00000277425	ENSMUSG00000086250	0.51975052	0.65
ENSG00000277425	ENSMUSG00000086822	0.505070994	0.363636364
ENSG00000278153	ENSMUSG00000085071	0.638497653	0.666666667
ENSG00000278192	ENSMUSG00000086575	0.717894737	0.578947368
ENSG00000278595	ENSMUSG00000086756	0.576	0.620689655
ENSG00000278719	ENSMUSG00000084839	0.63034188	0.55
ENSG00000278719	ENSMUSG00000086575	0.738947368	0.736842105
ENSG00000278816	ENSMUSG00000086250	0.507276507	0.65
ENSG00000278816	ENSMUSG00000086822	0.515212982	0.363636364
ENSG00000280229	ENSMUSG00000085958	0.798206278	0.666666667
ENSG00000282478	ENSMUSG00000086214	0.873994638	0.75
ENSG00000283405	ENSMUSG00000085796	0.548098434	0.666666667
ENSG00000204684	ENSMUSG00000086141	0.718681319	0.565217391
ENSG00000225056	ENSMUSG00000103559	0.778350515	0.666666667
ENSG00000225321	ENSMUSG00000086141	0.61978022	0.347826087
ENSG00000228539	ENSMUSG00000087029	0.64902507	0.5
ENSG00000230133	ENSMUSG00000086963	0.624293785	0.538461538
ENSG00000230387	ENSMUSG00000087678	0.795	0.894736842
ENSG00000230400	ENSMUSG00000086141	0.701098901	0.565217391
ENSG00000230725	ENSMUSG00000086563	0.578034682	0.35483871
ENSG00000230725	ENSMUSG00000097818	0.540462428	0.34375
ENSG00000230725	ENSMUSG00000100630	0.569364162	0.34375
ENSG00000230908	ENSMUSG00000086963	0.808900524	0.615384615
ENSG00000231015	ENSMUSG00000103559	0.299212598	0.238095238
ENSG00000232200	ENSMUSG00000087029	0.661971831	0.566666667
ENSG00000233492	ENSMUSG00000053545	0.773333333	0.6
ENSG00000233492	ENSMUSG00000086509	0.718120805	0.666666667
ENSG00000234435	ENSMUSG00000051986	0.727472527	0.666666667
ENSG00000234435	ENSMUSG00000086509	0.521252796	0.555555556
ENSG00000234646	ENSMUSG00000087678	0.7975	0.736842105
ENSG00000234862	ENSMUSG00000051986	0.751648352	0.75
ENSG00000236151	ENSMUSG00000087029	0.539548023	0.5
ENSG00000236151	ENSMUSG00000103559	0.519685039	0.666666667
ENSG00000237396	ENSMUSG00000086141	0.734065934	0.52173913
ENSG00000238034	ENSMUSG00000051986	0.663736264	0.5
ENSG00000238034	ENSMUSG00000053545	0.537777778	0.5
ENSG00000238034	ENSMUSG00000086509	0.606263982	0.555555556
ENSG00000258197	ENSMUSG00000053545	0.78	0.7
ENSG00000258197	ENSMUSG00000086509	0.720357942	0.666666667
ENSG00000259974	ENSMUSG00000084774	0.347161572	0.153846154
ENSG00000259974	ENSMUSG00000086141	0.76043956	0.52173913
ENSG00000260202	ENSMUSG00000103559	0.795275591	0.523809524
ENSG00000270001	ENSMUSG00000103559	0.779792746	0.666666667
ENSG00000273838	ENSMUSG00000087029	0.364116095	0.333333333
ENSG00000273838	ENSMUSG00000087678	0.5225	0.631578947
ENSG00000274173	ENSMUSG00000086407	0.598870056	0.310344828
ENSG00000274173	ENSMUSG00000103559	0.275590551	0.142857143
ENSG00000274414	ENSMUSG00000086563	0.528735632	0.322580645
ENSG00000274414	ENSMUSG00000097818	0.525862069	0.3125
ENSG00000274414	ENSMUSG00000100630	0.522988506	0.3125
ENSG00000274507	ENSMUSG00000086563	0.521367521	0.322580645
ENSG00000274507	ENSMUSG00000097818	0.518518519	0.3125
ENSG00000274507	ENSMUSG00000100630	0.515669516	0.3125
ENSG00000275179	ENSMUSG00000087678	0.795	0.894736842
ENSG00000275358	ENSMUSG00000086563	0.583090379	0.322580645
ENSG00000275358	ENSMUSG00000097818	0.524781341	0.3125
ENSG00000275358	ENSMUSG00000100630	0.556851312	0.3125
ENSG00000276638	ENSMUSG00000103559	0.771653543	0.523809524
ENSG00000276952	ENSMUSG00000086563	0.507204611	0.322580645
ENSG00000276952	ENSMUSG00000097818	0.504322767	0.3125
ENSG00000276952	ENSMUSG00000100630	0.501440922	0.3125
ENSG00000277938	ENSMUSG00000086407	0.535816619	0.275862069
ENSG00000277938	ENSMUSG00000087406	0.550143266	0.3
ENSG00000278041	ENSMUSG00000084774	0.707423581	0.714285714
ENSG00000278041	ENSMUSG00000087521	0.679120879	0.714285714
ENSG00000279082	ENSMUSG00000053545	0.737777778	0.7
ENSG00000279082	ENSMUSG00000086509	0.736017897	0.777777778
ENSG00000279164	ENSMUSG00000087678	0.8325	0.894736842
ENSG00000279322	ENSMUSG00000086563	0.541310541	0.322580645
ENSG00000279322	ENSMUSG00000097818	0.538461538	0.3125
ENSG00000279322	ENSMUSG00000100630	0.535612536	0.3125
ENSG00000280350	ENSMUSG00000084774	0.77510917	0.875
ENSG00000280350	ENSMUSG00000087521	0.78021978	0.875
ENSG00000283072	ENSMUSG00000087678	0.6525	0.578947368
ENSG00000198547	ENSMUSG00000073236	0.562372188	0.491525424
ENSG00000198547	ENSMUSG00000079000	0.704724409	0.7
ENSG00000226239	ENSMUSG00000089898	0.587548638	0.517241379
ENSG00000228265	ENSMUSG00000085483	0.632162662	0.673913043
ENSG00000228265	ENSMUSG00000085691	0.67771639	0.695652174
ENSG00000228386	ENSMUSG00000085483	0.613678373	0.652173913
ENSG00000228386	ENSMUSG00000085691	0.662983425	0.695652174
ENSG00000228386	ENSMUSG00000087254	0.536804309	0.490566038
ENSG00000229188	ENSMUSG00000085483	0.724584104	0.695652174
ENSG00000229188	ENSMUSG00000085691	0.624309392	0.608695652
ENSG00000230155	ENSMUSG00000103285	0.503021148	0.645833333
ENSG00000230613	ENSMUSG00000084935	0.370672098	0.392857143
ENSG00000230613	ENSMUSG00000087148	0.429141717	0.472727273
ENSG00000230613	ENSMUSG00000097722	0.446640316	0.490909091
ENSG00000230753	ENSMUSG00000085483	0.719038817	0.673913043
ENSG00000230753	ENSMUSG00000085691	0.666666667	0.630434783
ENSG00000231795	ENSMUSG00000109877	0.629963899	0.566037736
ENSG00000232406	ENSMUSG00000085524	0.56661562	0.68
ENSG00000232406	ENSMUSG00000085546	0.53129771	0.66
ENSG00000232406	ENSMUSG00000086118	0.535825545	0.680851064
ENSG00000232406	ENSMUSG00000086638	0.495297806	0.695652174
ENSG00000232406	ENSMUSG00000086872	0.565284178	0.68
ENSG00000232406	ENSMUSG00000087323	0.546707504	0.673469388
ENSG00000232406	ENSMUSG00000087508	0.534161491	0.666666667
ENSG00000232406	ENSMUSG00000102869	0.548929664	0.6875
ENSG00000232907	ENSMUSG00000085524	0.43797856	0.54
ENSG00000232907	ENSMUSG00000085741	0.586477987	0.789473684
ENSG00000232907	ENSMUSG00000086118	0.540498442	0.638297872
ENSG00000232907	ENSMUSG00000086638	0.584639498	0.673913043
ENSG00000232907	ENSMUSG00000087179	0.595943838	0.775
ENSG00000232907	ENSMUSG00000087508	0.540372671	0.645833333
ENSG00000232907	ENSMUSG00000102323	0.589984351	0.775
ENSG00000234139	ENSMUSG00000055494	0.516871166	0.653061224
ENSG00000235214	ENSMUSG00000086754	0.575757576	0.772727273
ENSG00000236388	ENSMUSG00000087254	0.639138241	0.58490566
ENSG00000237063	ENSMUSG00000085524	0.551301685	0.68
ENSG00000237063	ENSMUSG00000085546	0.528244275	0.68
ENSG00000237063	ENSMUSG00000086118	0.514018692	0.680851064
ENSG00000237063	ENSMUSG00000086638	0.463949843	0.673913043
ENSG00000237063	ENSMUSG00000086872	0.55453149	0.68
