Gene1	Gene2	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000259910	XLOC_037148_ops	0.09399684	0.166666667
ENSG00000259910	XLOC_037149_ops	0.097946288	0.177083333
ENSG00000259910	XLOC_037152_ops	0.109004739	0.229166667
ENSG00000259912	XLOC_002849_ops	0.589632829	0.444444444
ENSG00000259912	XLOC_002850_ops	0.589632829	0.444444444
ENSG00000259912	XLOC_002855_ops	0.501079914	0.7
ENSG00000259912	XLOC_002858_ops	0.510416667	0.333333333
ENSG00000259914	XLOC_008459_ops	0.102137767	0.1
ENSG00000259915	XLOC_028778_ops	0.529032258	0.666666667
ENSG00000259915	XLOC_028780_ops	0.399305556	0.24
ENSG00000259915	XLOC_028781_ops	0.326388889	0.16
ENSG00000259915	XLOC_028782_ops	0.177083333	0.16
ENSG00000259920	XLOC_044315_ops	0.541916168	0.52173913
ENSG00000259920	XLOC_044316_ops	0.577844311	0.52173913
ENSG00000259920	XLOC_044317_ops	0.592814371	0.565217391
ENSG00000259920	XLOC_044322_ops	0.742857143	0.666666667
ENSG00000259920	XLOC_044323_ops	0.668571429	0.611111111
ENSG00000259920	XLOC_044324_ops	0.634285714	0.611111111
ENSG00000259920	XLOC_044325_ops	0.625714286	0.611111111
ENSG00000259920	XLOC_044326_ops	0.62	0.611111111
ENSG00000259920	XLOC_044327_ops	0.715151515	0.777777778
ENSG00000259920	XLOC_044329_ops	0.642424242	0.666666667
ENSG00000259920	XLOC_044330_ops	0.596969697	0.666666667
ENSG00000259921	XLOC_005825_ops	0.593220339	0.6
ENSG00000259921	XLOC_005826_ops	0.673123487	0.7
ENSG00000259921	XLOC_005828_ops	0.389830508	0.6
ENSG00000259923	XLOC_002913_ops	0.500917431	0.3
ENSG00000259923	XLOC_002914_ops	0.511926606	0.3
ENSG00000259923	XLOC_002916_ops	0.541284404	0.35
ENSG00000259923	XLOC_002918_ops	0.565137615	0.375
ENSG00000259923	XLOC_002919_ops	0.566972477	0.375
ENSG00000259923	XLOC_002920_ops	0.559633028	0.4
ENSG00000259923	XLOC_002923_ops	0.456880734	0.525
ENSG00000259923	XLOC_002924_ops	0.442201835	0.5
ENSG00000259925	XLOC_036445_ops	0.383928571	0.565217391
ENSG00000259925	XLOC_036446_ops	0.413162706	0.652173913
ENSG00000259925	XLOC_036448_ops	0.468401487	0.652173913
ENSG00000259925	XLOC_036449_ops	0.44894027	0.608695652
ENSG00000259925	XLOC_036453_ops	0.520942408	0.75
ENSG00000259926	XLOC_002890_ops	0.614072495	0.6
ENSG00000259926	XLOC_002891_ops	0.673773987	0.6
ENSG00000259926	XLOC_002894_ops	0.49103139	0.444444444
ENSG00000259926	XLOC_002895_ops	0.470852018	0.555555556
ENSG00000259929	XLOC_036433_ops	0.355555556	0.333333333
ENSG00000259929	XLOC_036437_ops	0.317567568	0.466666667
ENSG00000259929	XLOC_036439_ops	0.277128548	0.466666667
ENSG00000259929	XLOC_036442_ops	0.106896552	0.222222222
ENSG00000259929	XLOC_036445_ops	0.536931818	0.8125
ENSG00000259929	XLOC_036446_ops	0.505681818	0.75
ENSG00000259929	XLOC_036448_ops	0.389204545	0.625
ENSG00000259929	XLOC_036449_ops	0.326704545	0.470588235
ENSG00000259932	XLOC_006311_ops	0.436144578	0.666666667
ENSG00000259932	XLOC_006314_ops	0.637279597	0.913043478
ENSG00000259932	XLOC_006319_ops	0.335276968	0.52173913
ENSG00000259933	XLOC_035205_ops	0.060382916	0.031578947
ENSG00000259933	XLOC_035221_ops	0.303387334	0.315789474
ENSG00000259933	XLOC_035225_ops	0.173295455	0.319148936
ENSG00000259933	XLOC_035226_ops	0.18655303	0.29787234
ENSG00000259933	XLOC_035227_ops	0.18655303	0.308510638
ENSG00000259933	XLOC_035228_ops	0.185606061	0.308510638
ENSG00000259933	XLOC_035229_ops	0.185606061	0.329787234
ENSG00000259933	XLOC_035231_ops	0.182765152	0.35106383
ENSG00000259933	XLOC_035233_ops	0.182765152	0.361702128
ENSG00000259933	XLOC_035234_ops	0.195075758	0.382978723
ENSG00000259933	XLOC_035235_ops	0.182765152	0.361702128
ENSG00000259933	XLOC_035236_ops	0.169507576	0.35106383
ENSG00000259933	XLOC_035237_ops	0.15530303	0.29787234
ENSG00000259933	XLOC_035238_ops	0.216366158	0.222222222
ENSG00000259933	XLOC_035240_ops	0.221914008	0.232323232
ENSG00000259933	XLOC_037147_ops	0.096590909	0.170212766
ENSG00000259933	XLOC_037148_ops	0.111742424	0.191489362
ENSG00000259933	XLOC_037149_ops	0.116477273	0.20212766
ENSG00000259933	XLOC_037152_ops	0.129734848	0.265957447
ENSG00000259933	XLOC_037153_ops	0.127840909	0.265957447
ENSG00000259935	XLOC_001265_ops	0.346420323	0.611111111
ENSG00000259935	XLOC_001266_ops	0.339491917	0.65
ENSG00000259935	XLOC_006184_ops	0.68627451	0.866666667
ENSG00000259935	XLOC_006185_ops	0.715536105	0.8
ENSG00000259935	XLOC_006187_ops	0.652078775	0.6
ENSG00000259935	XLOC_006189_ops	0.247113164	0.1875
ENSG00000259939	XLOC_036819_ops	0.392682927	0.636363636
ENSG00000259940	XLOC_035272_ops	0.595744681	0.6
ENSG00000259940	XLOC_035276_ops	0.583586626	0.7
ENSG00000259941	XLOC_001075_ops	0.274376417	0.227272727
ENSG00000259941	XLOC_001079_ops	0.561764706	0.538461538
ENSG00000259941	XLOC_001080_ops	0.65	0.769230769
ENSG00000259941	XLOC_001081_ops	0.608823529	0.769230769
ENSG00000259941	XLOC_001082_ops	0.393333333	0.529411765
ENSG00000259941	XLOC_001083_ops	0.236641221	0.5
ENSG00000259941	XLOC_001084_ops	0.318627451	0.55
ENSG00000259941	XLOC_001086_ops	0.208333333	0.36
ENSG00000259941	XLOC_006016_ops	0.445520581	0.454545455
ENSG00000259943	XLOC_027562_ops	0.143872114	0.159090909
ENSG00000259943	XLOC_030655_ops	0.43339254	0.5
ENSG00000259943	XLOC_030656_ops	0.447602131	0.533333333
ENSG00000259944	XLOC_011963_ops	0.1875	0.304347826
ENSG00000259944	XLOC_011968_ops	0.078313253	0.272727273
ENSG00000259945	XLOC_009356_ops	0.332733813	0.402597403
ENSG00000259945	XLOC_009357_ops	0.345323741	0.428571429
ENSG00000259945	XLOC_009358_ops	0.381294964	0.480519481
ENSG00000259945	XLOC_009362_ops	0.411870504	0.558441558
ENSG00000259945	XLOC_009363_ops	0.429856115	0.571428571
ENSG00000259945	XLOC_009364_ops	0.424460432	0.584415584
ENSG00000259945	XLOC_009366_ops	0.402877698	0.545454545
ENSG00000259945	XLOC_009367_ops	0.381294964	0.506493506
ENSG00000259945	XLOC_009369_ops	0.366906475	0.441558442
ENSG00000259945	XLOC_009370_ops	0.314748201	0.350649351
ENSG00000259945	XLOC_009371_ops	0.246402878	0.298701299
ENSG00000259945	XLOC_009372_ops	0.241007194	0.25974026
ENSG00000259946	XLOC_016953_ops	0.336182336	0.5
ENSG00000259946	XLOC_016955_ops	0.626190476	0.333333333
ENSG00000259946	XLOC_016956_ops	0.628571429	0.333333333
ENSG00000259946	XLOC_016961_ops	0.60952381	0.666666667
ENSG00000259946	XLOC_016962_ops	0.545238095	1
ENSG00000259946	XLOC_016964_ops	0.238095238	1
ENSG00000259947	XLOC_035205_ops	0.060382916	0.031578947
ENSG00000259947	XLOC_035219_ops	0.183469573	0.317073171
ENSG00000259947	XLOC_035221_ops	0.207992734	0.390243902
ENSG00000259947	XLOC_035225_ops	0.218891916	0.5
ENSG00000259947	XLOC_035226_ops	0.218891916	0.463414634
ENSG00000259947	XLOC_035227_ops	0.211625795	0.451219512
ENSG00000259947	XLOC_035228_ops	0.208900999	0.43902439
ENSG00000259947	XLOC_035229_ops	0.204359673	0.414634146
ENSG00000259947	XLOC_035231_ops	0.324005891	0.357894737
ENSG00000259947	XLOC_035233_ops	0.288659794	0.326315789
ENSG00000259947	XLOC_035234_ops	0.228276878	0.305263158
ENSG00000259947	XLOC_035235_ops	0.204712813	0.284210526
ENSG00000259947	XLOC_037147_ops	0.092643052	0.195121951
ENSG00000259947	XLOC_037148_ops	0.107175295	0.219512195
ENSG00000259947	XLOC_037149_ops	0.111716621	0.231707317
ENSG00000259947	XLOC_037152_ops	0.124432334	0.292682927
ENSG00000259947	XLOC_037153_ops	0.122615804	0.292682927
ENSG00000259952	XLOC_035258_ops	0.206122449	0.384615385
ENSG00000259952	XLOC_035259_ops	0.208163265	0.384615385
ENSG00000259952	XLOC_035260_ops	0.208163265	0.384615385
ENSG00000259953	XLOC_034538_ops	0.287610619	0.222222222
ENSG00000259953	XLOC_034541_ops	0.221238938	0.185185185
ENSG00000259953	XLOC_034542_ops	0.150442478	0.148148148
ENSG00000259953	XLOC_034545_ops	0.183533448	0.333333333
ENSG00000259953	XLOC_034546_ops	0.289017341	0.291666667
ENSG00000259953	XLOC_036411_ops	0.197115385	0.333333333
ENSG00000259954	XLOC_035272_ops	0.576219512	0.416666667
ENSG00000259954	XLOC_035276_ops	0.450793651	0.238095238
ENSG00000259955	XLOC_035284_ops	0.344051447	0.133333333
ENSG00000259957	XLOC_002855_ops	0.424242424	0.4
ENSG00000259957	XLOC_002858_ops	0.682983683	0.5
ENSG00000259959	XLOC_031639_ops	0.42513369	0.476190476
ENSG00000259959	XLOC_031640_ops	0.42513369	0.454545455
ENSG00000259959	XLOC_031641_ops	0.502673797	0.523809524
ENSG00000259959	XLOC_031645_ops	0.670353982	0.882352941
ENSG00000259959	XLOC_031646_ops	0.395721925	0.476190476
ENSG00000259961	XLOC_030042_ops	0.474747475	0.147058824
ENSG00000259961	XLOC_030043_ops	0.47440273	0.147058824
ENSG00000259961	XLOC_030044_ops	0.479020979	0.176470588
ENSG00000259964	XLOC_005976_ops	0.250626566	0.375
ENSG00000259964	XLOC_005984_ops	0.463529412	0.363636364
ENSG00000259964	XLOC_005986_ops	0.529411765	0.454545455
ENSG00000259967	XLOC_005716_ops	0.287640449	0.473684211
ENSG00000259967	XLOC_005717_ops	0.269662921	0.473684211
ENSG00000259967	XLOC_005718_ops	0.28988764	0.526315789
ENSG00000259967	XLOC_005719_ops	0.26741573	0.526315789
ENSG00000259967	XLOC_005721_ops	0.381578947	0.555555556
ENSG00000259967	XLOC_005724_ops	0.470394737	0.388888889
ENSG00000259967	XLOC_005725_ops	0.444078947	0.388888889
ENSG00000259968	XLOC_018052_ops	0.366336634	0.461538462
ENSG00000259969	XLOC_006581_ops	0.370666667	0.769230769
ENSG00000259969	XLOC_006582_ops	0.408	0.846153846
ENSG00000259969	XLOC_006583_ops	0.650666667	1
ENSG00000259969	XLOC_006585_ops	0.546666667	0.769230769
ENSG00000259969	XLOC_006587_ops	0.504	0.615384615
ENSG00000259970	XLOC_035532_ops	0.368421053	0.457142857
ENSG00000259970	XLOC_037449_ops	0.272887324	0.289156627
ENSG00000259970	XLOC_037450_ops	0.288732394	0.289156627
ENSG00000259970	XLOC_037451_ops	0.295774648	0.325301205
ENSG00000259970	XLOC_037452_ops	0.311619718	0.325301205
ENSG00000259970	XLOC_037453_ops	0.316901408	0.337349398
ENSG00000259970	XLOC_037457_ops	0.263578275	0.341463415
ENSG00000259970	XLOC_037459_ops	0.344178082	0.434782609
ENSG00000259970	XLOC_037462_ops	0.371575342	0.52173913
ENSG00000259970	XLOC_037463_ops	0.397260274	0.52173913
ENSG00000259970	XLOC_037465_ops	0.397260274	0.449275362
ENSG00000259970	XLOC_037466_ops	0.395547945	0.449275362
ENSG00000259970	XLOC_037468_ops	0.390410959	0.463768116
ENSG00000259970	XLOC_037470_ops	0.354452055	0.420289855
ENSG00000259970	XLOC_037471_ops	0.36130137	0.463768116
ENSG00000259970	XLOC_037473_ops	0.325342466	0.463768116
ENSG00000259970	XLOC_037475_ops	0.320404722	0.402597403
ENSG00000259970	XLOC_037480_ops	0.28830313	0.434782609
ENSG00000259970	XLOC_037481_ops	0.29324547	0.449275362
ENSG00000259970	XLOC_037483_ops	0.362438221	0.449275362
ENSG00000259970	XLOC_037487_ops	0.392092257	0.449275362
ENSG00000259970	XLOC_037490_ops	0.350906096	0.420289855
ENSG00000259970	XLOC_037491_ops	0.319604613	0.405797101
ENSG00000259970	XLOC_037494_ops	0.304777595	0.333333333
ENSG00000259970	XLOC_037495_ops	0.299835255	0.31884058
ENSG00000259970	XLOC_037496_ops	0.294892916	0.304347826
ENSG00000259970	XLOC_037497_ops	0.219110379	0.246376812
ENSG00000259971	XLOC_009490_ops	0.737470167	0.2
ENSG00000259971	XLOC_009495_ops	0.498806683	0.4
ENSG00000259971	XLOC_009498_ops	0.307875895	0.2
ENSG00000259974	XLOC_003911_ops	0.545454545	0.153846154
ENSG00000259974	XLOC_003912_ops	0.55799373	0.230769231
ENSG00000259974	XLOC_003913_ops	0.551724138	0.230769231
ENSG00000259974	XLOC_003918_ops	0.432225064	0.571428571
ENSG00000259974	XLOC_003920_ops	0.391304348	0.5
ENSG00000259974	XLOC_003921_ops	0.386189258	0.428571429
ENSG00000259974	XLOC_003922_ops	0.324808184	0.375
ENSG00000259976	XLOC_028118_ops	0.45841785	0.533333333
ENSG00000259976	XLOC_028119_ops	0.488843813	0.6
ENSG00000259976	XLOC_028120_ops	0.527383367	0.666666667
ENSG00000259976	XLOC_028122_ops	0.645030426	0.733333333
ENSG00000259976	XLOC_028124_ops	0.352941176	0.666666667
ENSG00000259976	XLOC_028125_ops	0.598377282	0.733333333
ENSG00000259976	XLOC_028126_ops	0.572008114	0.666666667
ENSG00000259977	XLOC_027868_ops	0.60443038	0.666666667
ENSG00000259977	XLOC_027869_ops	0.639240506	0.666666667
ENSG00000259985	XLOC_022144_ops	0.44924406	0.5625
ENSG00000259985	XLOC_022145_ops	0.490280778	0.6875
ENSG00000259985	XLOC_022148_ops	0.533477322	0.8125
ENSG00000259985	XLOC_022150_ops	0.401727862	0.5
ENSG00000259986	XLOC_000783_ops	0.246696035	0.5
ENSG00000259989	XLOC_004458_ops	0.296660118	0.255319149
ENSG00000259989	XLOC_004459_ops	0.17468106	0.375
ENSG00000259989	XLOC_004465_ops	0.105986261	0.3
ENSG00000259992	XLOC_004529_ops	0.16953317	0.230769231
ENSG00000259994	XLOC_042518_ops	0.473958333	0.285714286
ENSG00000259994	XLOC_042519_ops	0.632302405	0.625
ENSG00000259994	XLOC_042524_ops	0.378006873	0.5
ENSG00000259994	XLOC_044668_ops	0.4296875	0.571428571
ENSG00000259998	XLOC_001578_ops	0.211886305	0.444444444
ENSG00000259998	XLOC_001584_ops	0.242894057	0.454545455
ENSG00000259998	XLOC_001585_ops	0.304909561	0.222222222
ENSG00000259999	XLOC_004531_ops	0.138755981	0.275862069
ENSG00000260000	XLOC_012535_ops	0.457746479	0.75
ENSG00000260000	XLOC_012537_ops	0.403755869	0.6
ENSG00000260003	XLOC_034908_ops	0.576732673	0.7
ENSG00000260004	XLOC_009324_ops	0.553314121	0.5
ENSG00000260004	XLOC_009325_ops	0.459839357	0.111111111
ENSG00000260004	XLOC_009327_ops	0.473895582	0.111111111
ENSG00000260004	XLOC_009329_ops	0.410526316	0.1875
ENSG00000260004	XLOC_009330_ops	0.4	0.3125
ENSG00000260005	XLOC_015592_ops	0.127208481	0.462962963
ENSG00000260005	XLOC_015593_ops	0.129564193	0.444444444
ENSG00000260005	XLOC_015597_ops	0.210836278	0.240740741
ENSG00000260005	XLOC_015601_ops	0.187279152	0.148148148
ENSG00000260005	XLOC_015603_ops	0.166077739	0.111111111
ENSG00000260005	XLOC_015608_ops	0.126030624	0.111111111
ENSG00000260008	XLOC_026019_ops	0.396276596	0.45
ENSG00000260008	XLOC_026020_ops	0.481382979	0.65
ENSG00000260008	XLOC_026021_ops	0.52393617	0.7
ENSG00000260008	XLOC_026022_ops	0.582446809	0.8
ENSG00000260008	XLOC_026025_ops	0.465425532	0.8
ENSG00000260008	XLOC_026026_ops	0.39893617	0.65
ENSG00000260009	XLOC_036782_ops	0.23880597	0.235294118
ENSG00000260009	XLOC_036783_ops	0.369193154	0.307692308
ENSG00000260009	XLOC_036784_ops	0.364303178	0.285714286
ENSG00000260009	XLOC_036788_ops	0.361858191	0.294117647
ENSG00000260009	XLOC_036789_ops	0.26405868	0.222222222
ENSG00000260011	XLOC_011665_ops	0.148423006	0.203125
ENSG00000260015	XLOC_004517_ops	0.2	0.24137931
ENSG00000260015	XLOC_004518_ops	0.175403226	0.222222222
ENSG00000260015	XLOC_004519_ops	0.209677419	0.259259259
ENSG00000260015	XLOC_004520_ops	0.211693548	0.259259259
ENSG00000260015	XLOC_004521_ops	0.223790323	0.296296296
ENSG00000260015	XLOC_004522_ops	0.223790323	0.296296296
ENSG00000260015	XLOC_004523_ops	0.247983871	0.333333333
ENSG00000260015	XLOC_004525_ops	0.239919355	0.407407407
ENSG00000260015	XLOC_004526_ops	0.237903226	0.444444444
ENSG00000260015	XLOC_004570_ops	0.236947791	0.222222222
ENSG00000260015	XLOC_004571_ops	0.258687259	0.222222222
ENSG00000260015	XLOC_004572_ops	0.256120527	0.222222222
ENSG00000260015	XLOC_004573_ops	0.302554028	0.222222222
ENSG00000260015	XLOC_009572_ops	0.380434783	0.310344828
ENSG00000260015	XLOC_009574_ops	0.310412574	0.185185185
ENSG00000260017	XLOC_034556_ops	0.285953177	0.736842105
ENSG00000260017	XLOC_034557_ops	0.283737024	0.684210526
ENSG00000260017	XLOC_034561_ops	0.509803922	0.75
ENSG00000260017	XLOC_034562_ops	0.383753501	0.647058824
ENSG00000260017	XLOC_034564_ops	0.324929972	0.5
ENSG00000260018	XLOC_003521_ops	0.189376443	0.086956522
ENSG00000260018	XLOC_004406_ops	0.362586605	0.608695652
ENSG00000260018	XLOC_004409_ops	0.339491917	0.52173913
ENSG00000260018	XLOC_004410_ops	0.334872979	0.47826087
ENSG00000260018	XLOC_004411_ops	0.33256351	0.47826087
ENSG00000260018	XLOC_004412_ops	0.321016166	0.52173913
ENSG00000260018	XLOC_004413_ops	0.31408776	0.47826087
ENSG00000260019	XLOC_017342_ops	0.37283237	0.761904762
ENSG00000260019	XLOC_017343_ops	0.368345324	0.761904762
ENSG00000260019	XLOC_017344_ops	0.361271676	0.714285714
ENSG00000260021	XLOC_010668_ops	0.581132075	0.710526316
ENSG00000260021	XLOC_014575_ops	0.413207547	0.394736842
ENSG00000260021	XLOC_014576_ops	0.420754717	0.394736842
ENSG00000260021	XLOC_014578_ops	0.524528302	0.552631579
ENSG00000260021	XLOC_014579_ops	0.496226415	0.526315789
ENSG00000260021	XLOC_014580_ops	0.560377358	0.552631579
ENSG00000260021	XLOC_014581_ops	0.360128617	0.676470588
ENSG00000260021	XLOC_014583_ops	0.472906404	0.676470588
ENSG00000260021	XLOC_014584_ops	0.500807754	0.617647059
ENSG00000260021	XLOC_014585_ops	0.522537563	0.558823529
ENSG00000260021	XLOC_014586_ops	0.519725557	0.5
ENSG00000260021	XLOC_014587_ops	0.488054608	0.470588235
ENSG00000260021	XLOC_014588_ops	0.487266553	0.5
ENSG00000260021	XLOC_014591_ops	0.455670103	0.447368421
ENSG00000260022	XLOC_035190_ops	0.10335689	0.261904762
ENSG00000260022	XLOC_035192_ops	0.106890459	0.261904762
ENSG00000260022	XLOC_035194_ops	0.113957597	0.261904762
ENSG00000260022	XLOC_035198_ops	0.026501767	0.05952381
ENSG00000260022	XLOC_035199_ops	0.027385159	0.05952381
ENSG00000260022	XLOC_037086_ops	0.086572438	0.214285714
ENSG00000260022	XLOC_037087_ops	0.09540636	0.261904762
ENSG00000260022	XLOC_037089_ops	0.092756184	0.226190476
ENSG00000260022	XLOC_037090_ops	0.082155477	0.202380952
ENSG00000260022	XLOC_037091_ops	0.08745583	0.226190476
ENSG00000260022	XLOC_037092_ops	0.078621908	0.166666667
ENSG00000260026	XLOC_009412_ops	0.231343284	0.16
ENSG00000260026	XLOC_009418_ops	0.213930348	0.32
ENSG00000260026	XLOC_009420_ops	0.39959432	0.2
ENSG00000260026	XLOC_009421_ops	0.419878296	0.133333333
ENSG00000260026	XLOC_009423_ops	0.290060852	0.533333333
ENSG00000260026	XLOC_009424_ops	0.281947262	0.533333333
ENSG00000260029	XLOC_007772_ops	0.486666667	0.5
ENSG00000260029	XLOC_007774_ops	0.458980044	0.363636364
ENSG00000260032	XLOC_007413_ops	0.403578529	0.42
ENSG00000260032	XLOC_007414_ops	0.462264151	0.5
ENSG00000260032	XLOC_007415_ops	0.56	0.605263158
ENSG00000260032	XLOC_007416_ops	0.607843137	0.710526316
ENSG00000260032	XLOC_007417_ops	0.672248804	0.710526316
ENSG00000260032	XLOC_007420_ops	0.5	0.552631579
ENSG00000260034	XLOC_035105_ops	0.197530864	0.4
ENSG00000260034	XLOC_035108_ops	0.2	0.227272727
ENSG00000260034	XLOC_037013_ops	0.111111111	0.285714286
ENSG00000260034	XLOC_037017_ops	0.171875	0.181818182
ENSG00000260034	XLOC_037019_ops	0.227692308	0.217391304
ENSG00000260034	XLOC_037020_ops	0.181538462	0.173913043
ENSG00000260034	XLOC_037023_ops	0.184375	0.227272727
ENSG00000260034	XLOC_037024_ops	0.196875	0.227272727
ENSG00000260035	XLOC_006311_ops	0.43373494	0.666666667
ENSG00000260035	XLOC_006314_ops	0.634760705	0.913043478
ENSG00000260035	XLOC_006319_ops	0.335276968	0.52173913
ENSG00000260038	XLOC_002926_ops	0.397631134	0.4
ENSG00000260041	XLOC_002910_ops	0.61436673	0.4
ENSG00000260041	XLOC_002912_ops	0.551984877	0.466666667
ENSG00000260042	XLOC_007772_ops	0.633928571	0.818181818
ENSG00000260042	XLOC_007774_ops	0.458980044	0.363636364
ENSG00000260051	XLOC_035208_ops	0.102604578	0.153846154
ENSG00000260051	XLOC_035211_ops	0.131018153	0.274725275
ENSG00000260051	XLOC_035212_ops	0.159431728	0.32967033
ENSG00000260051	XLOC_035214_ops	0.159431728	0.318681319
ENSG00000260051	XLOC_035215_ops	0.156274665	0.340659341
ENSG00000260051	XLOC_035218_ops	0.144435675	0.362637363
ENSG00000260051	XLOC_037105_ops	0.099447514	0.252747253
ENSG00000260052	XLOC_002849_ops	0.577586207	0.444444444
ENSG00000260052	XLOC_002850_ops	0.577586207	0.444444444
ENSG00000260052	XLOC_002855_ops	0.50862069	0.7
ENSG00000260052	XLOC_002858_ops	0.510416667	0.333333333
ENSG00000260059	XLOC_028443_ops	0.265251989	0.5
ENSG00000260059	XLOC_028448_ops	0.533156499	0.5
ENSG00000260059	XLOC_028449_ops	0.559681698	0.5
ENSG00000260060	XLOC_036294_ops	0.165680473	0.135135135
ENSG00000260060	XLOC_036626_ops	0.218934911	0.459459459
ENSG00000260063	XLOC_029854_ops	0.396678967	0.529411765
ENSG00000260063	XLOC_029863_ops	0.520295203	0.62745098
ENSG00000260063	XLOC_029865_ops	0.426199262	0.529411765
ENSG00000260066	XLOC_018249_ops	0.142653352	0.2
ENSG00000260070	XLOC_036084_ops	0.108144192	0.3
ENSG00000260070	XLOC_036085_ops	0.092032967	0.263157895
ENSG00000260070	XLOC_036086_ops	0.08186398	0.25
ENSG00000260071	XLOC_036811_ops	0.517906336	0.181818182
ENSG00000260072	XLOC_034934_ops	0.25	0.289473684
ENSG00000260072	XLOC_034935_ops	0.271604938	0.324324324
ENSG00000260072	XLOC_034937_ops	0.271604938	0.307692308
ENSG00000260072	XLOC_034938_ops	0.225308642	0.333333333
ENSG00000260072	XLOC_034939_ops	0.225308642	0.333333333
ENSG00000260072	XLOC_035101_ops	0.290598291	0.277777778
ENSG00000260072	XLOC_035105_ops	0.273504274	0.333333333
ENSG00000260072	XLOC_037020_ops	0.287037037	0.217391304
ENSG00000260072	XLOC_037023_ops	0.165242165	0.166666667
ENSG00000260072	XLOC_037024_ops	0.108474576	0.2
ENSG00000260077	XLOC_003534_ops	0.270935961	0.411764706
ENSG00000260077	XLOC_003538_ops	0.28817734	0.470588235
ENSG00000260081	XLOC_045264_ops	0.139103555	0.151515152
ENSG00000260081	XLOC_045265_ops	0.159196291	0.196969697
ENSG00000260083	XLOC_034741_ops	0.16146789	0.305263158
ENSG00000260083	XLOC_034744_ops	0.179816514	0.315789474
ENSG00000260083	XLOC_034745_ops	0.185321101	0.326315789
ENSG00000260083	XLOC_034746_ops	0.188990826	0.347368421
ENSG00000260083	XLOC_034747_ops	0.172757475	0.37037037
ENSG00000260083	XLOC_034748_ops	0.177740864	0.395061728
ENSG00000260083	XLOC_034749_ops	0.164451827	0.382716049
ENSG00000260083	XLOC_034751_ops	0.146179402	0.358024691
ENSG00000260084	XLOC_004494_ops	0.255159475	0.208333333
ENSG00000260084	XLOC_009456_ops	0.200417537	0.115384615
