human gene	chicken gene	human transcript	chicken transcript	motif-pattern similarity score	gap penalty score
ENSG00000245017	XLOC_005027_chc	ENST00000501499	TCONS_00014368_chc	4.714	22.461
ENSG00000277182	XLOC_038825_chc	ENST00000610658	TCONS_00194997_chc	5.939	167.224
ENSG00000282221	XLOC_038277_chc	ENST00000633182	TCONS_00191832_chc	3.983	24.935
ENSG00000272320	XLOC_012541_chc	ENST00000607565	TCONS_00044330_chc	5.1	73.369
ENSG00000259994	XLOC_008616_chc	ENST00000561542	TCONS_00033761_chc	5.253	63.421
ENSG00000272477	XLOC_011950_chc	ENST00000607148	TCONS_00042701_chc	7.306	58.488
ENSG00000228242	XLOC_031276_chc	ENST00000628412	TCONS_00146288_chc	5.686	147.878
ENSG00000268707	XLOC_034676_chc	ENST00000600965	TCONS_00167100_chc	8.431	81.159
ENSG00000227516	XLOC_038594_chc	ENST00000417465	TCONS_00193324_chc	5.372	19.895
ENSG00000239381	XLOC_028751_chc	ENST00000470817	TCONS_00130382_chc	5.091	186.896
ENSG00000228151	XLOC_008293_chc	ENST00000417506	TCONS_00033021_chc	5.814	40.733
ENSG00000237174	XLOC_017870_chc	ENST00000628384	TCONS_00066705_chc	5.198	44.12
ENSG00000262468	XLOC_033352_chc	ENST00000571970	TCONS_00157869_chc	7.412	25.259
ENSG00000260464	XLOC_028067_chc	ENST00000565336	TCONS_00124986_chc	5.355	126.342
ENSG00000278879	XLOC_004120_chc	ENST00000624150	TCONS_00011946_chc	5.687	36.81
ENSG00000233098	XLOC_035545_chc	ENST00000577537	TCONS_00173749_chc	5.923	89.642
ENSG00000279726	XLOC_031852_chc	ENST00000624712	TCONS_00150015_chc	7.745	44.292
ENSG00000274215	XLOC_029653_chc	ENST00000614509	TCONS_00136771_chc	4.788	24.316
ENSG00000215403	XLOC_001030_chc	ENST00000400221	TCONS_00003229_chc	9.194	40.378
ENSG00000225335	XLOC_005412_chc	ENST00000622035	TCONS_00015579_chc	5.469	32.352
ENSG00000260840	XLOC_020098_chc	ENST00000567718	TCONS_00079966_chc	3.838	36.815
ENSG00000249096	XLOC_019269_chc	ENST00000617323	TCONS_00077221_chc	6.438	49.118
ENSG00000279489	XLOC_039750_chc	ENST00000623595	TCONS_00199835_chc	3.958	50.11
ENSG00000258670	XLOC_024317_chc	ENST00000557618	TCONS_00100744_chc	5.69	45.02
ENSG00000228705	XLOC_036471_chc	ENST00000412500	TCONS_00179393_chc	5.609	39.885
ENSG00000278126	XLOC_042497_chc	ENST00000620274	TCONS_00211147_chc	6.859	26.984
ENSG00000267416	XLOC_035560_chc	ENST00000589740	TCONS_00176007_chc	4.297	45.798
ENSG00000272068	XLOC_038169_chc	ENST00000606343	TCONS_00191175_chc	4.673	81.494
ENSG00000237149	XLOC_025422_chc	ENST00000425916	TCONS_00108880_chc	10.148	45.114
ENSG00000188477	XLOC_032873_chc	ENST00000468219	TCONS_00155411_chc	6.073	31.228
ENSG00000253302	XLOC_010588_chc	ENST00000517604	TCONS_00050408_chc	4.175	48.345
ENSG00000240291	XLOC_008707_chc	ENST00000436485	TCONS_00034031_chc	3.485	35.688
ENSG00000283518	XLOC_014528_chc	ENST00000637598	TCONS_00056991_chc	5.201	44.308
ENSG00000229649	XLOC_025575_chc	ENST00000422661	TCONS_00109652_chc	4.052	23.135
ENSG00000125514	XLOC_036462_chc	ENST00000370341	TCONS_00179357_chc	4.761	36.984
ENSG00000280377	XLOC_029827_chc	ENST00000624460	TCONS_00137515_chc	5.538	35.73
ENSG00000255621	XLOC_000961_chc	ENST00000543321	TCONS_00003004_chc	4.518	41.596
ENSG00000261043	XLOC_029896_chc	ENST00000561777	TCONS_00137774_chc	7.638	41.151
ENSG00000225620	XLOC_038305_chc	ENST00000411431	TCONS_00191899_chc	4.39	146.577
ENSG00000279047	XLOC_032261_chc	ENST00000623741	TCONS_00151625_chc	4.606	22.683
ENSG00000244198	XLOC_001580_chc	ENST00000460955	TCONS_00005412_chc	10.782	35.781
ENSG00000262001	XLOC_013167_chc	ENST00000572856	TCONS_00045757_chc	9.773	42.241
ENSG00000279133	XLOC_035556_chc	ENST00000624147	TCONS_00173843_chc	5.119	88.579
ENSG00000251536	XLOC_033504_chc	ENST00000502221	TCONS_00164112_chc	7.366	66.175
ENSG00000279907	XLOC_030562_chc	ENST00000624587	TCONS_00142040_chc	10.193	28.346
ENSG00000257702	XLOC_037122_chc	ENST00000548978	TCONS_00184794_chc	4.787	39.764
ENSG00000248517	XLOC_021021_chc	ENST00000505053	TCONS_00083478_chc	4.049	46.392
ENSG00000233791	XLOC_038491_chc	ENST00000457348	TCONS_00192807_chc	5.199	32.96
ENSG00000279036	XLOC_039012_chc	ENST00000624209	TCONS_00195915_chc	11.06	25.904
ENSG00000223947	XLOC_006883_chc	ENST00000452364	TCONS_00019945_chc	3.925	78.603
ENSG00000177133	XLOC_036852_chc	ENST00000321399	TCONS_00182697_chc	6.988	50.914
ENSG00000246211	XLOC_004126_chc	ENST00000502071	TCONS_00011964_chc	13.162	41.811
ENSG00000225083	XLOC_006989_chc	ENST00000419199	TCONS_00020253_chc	6.651	42.851
ENSG00000237883	XLOC_037221_chc	ENST00000453103	TCONS_00185196_chc	3.957	50.495
ENSG00000260498	XLOC_030615_chc	ENST00000563993	TCONS_00142160_chc	7.783	94.908
ENSG00000274554	XLOC_033733_chc	ENST00000617795	TCONS_00161050_chc	5.714	55.839
ENSG00000246731	XLOC_035284_chc	ENST00000499670	TCONS_00170899_chc	7.133	174.088
ENSG00000277186	XLOC_033486_chc	ENST00000613771	TCONS_00163048_chc	9.367	47.972
ENSG00000253405	XLOC_011882_chc	ENST00000519050	TCONS_00042518_chc	5.674	34.358
ENSG00000252690	XLOC_030052_chc	ENST00000607520	TCONS_00138440_chc	8.244	13.942
ENSG00000260293	XLOC_032851_chc	ENST00000561847	TCONS_00158541_chc	5.747	37.618
ENSG00000223695	XLOC_001032_chc	ENST00000424761	TCONS_00003244_chc	4.002	43.546
ENSG00000274478	XLOC_030569_chc	ENST00000621177	TCONS_00142050_chc	4.352	11.413
ENSG00000267714	XLOC_030446_chc	ENST00000590492	TCONS_00141573_chc	5.604	79.297
ENSG00000262888	XLOC_033351_chc	ENST00000571302	TCONS_00157860_chc	11.73	42.465
ENSG00000260482	XLOC_033206_chc	ENST00000566996	TCONS_00159023_chc	5.797	32.187
ENSG00000235875	XLOC_007018_chc	ENST00000425094	TCONS_00020332_chc	5.524	77.31
ENSG00000281450	XLOC_038508_chc	ENST00000629595	TCONS_00192889_chc	5.685	50.978
ENSG00000276993	XLOC_010055_chc	ENST00000612669	TCONS_00054926_chc	4.187	29.47
ENSG00000261113	XLOC_032865_chc	ENST00000563344	TCONS_00155379_chc	4.252	13.946
ENSG00000224307	XLOC_034679_chc	ENST00000455981	TCONS_00167171_chc	6.815	35.875
ENSG00000259881	XLOC_030605_chc	ENST00000565053	TCONS_00142125_chc	8.732	34.208
ENSG00000225399	XLOC_031086_chc	ENST00000622888	TCONS_00145459_chc	4.674	49.664
ENSG00000237863	XLOC_020566_chc	ENST00000608811	TCONS_00081867_chc	4.466	46.538
ENSG00000272568	XLOC_009017_chc	ENST00000609389	TCONS_00034992_chc	9.305	40.663
ENSG00000274667	XLOC_029519_chc	ENST00000614966	TCONS_00136067_chc	3.773	86.429
ENSG00000259349	XLOC_035863_chc	ENST00000558027	TCONS_00175446_chc	8.159	82.488
ENSG00000235590	XLOC_036582_chc	ENST00000443966	TCONS_00179848_chc	9.721	42.032
ENSG00000256694	XLOC_001265_chc	ENST00000540136	TCONS_00004176_chc	4.291	35.408
ENSG00000260361	XLOC_030103_chc	ENST00000562894	TCONS_00138739_chc	8.063	25.558
ENSG00000245694	XLOC_030348_chc	ENST00000613942	TCONS_00141277_chc	4.646	33.272
ENSG00000232729	XLOC_035391_chc	ENST00000619652	TCONS_00172769_chc	7.131	21.136
ENSG00000223855	XLOC_032704_chc	ENST00000452622	TCONS_00158373_chc	12.414	153.156
ENSG00000255931	XLOC_023213_chc	ENST00000534856	TCONS_00096357_chc	5.332	85.331
ENSG00000253973	XLOC_022118_chc	ENST00000531592	TCONS_00092487_chc	7.849	39.248
ENSG00000260880	XLOC_031031_chc	ENST00000569990	TCONS_00143956_chc	3.704	10.801
ENSG00000254610	XLOC_021980_chc	ENST00000527543	TCONS_00091976_chc	7.247	36.495
ENSG00000244215	XLOC_031251_chc	ENST00000488425	TCONS_00149913_chc	7.728	65.465
ENSG00000228271	XLOC_029128_chc	ENST00000440556	TCONS_00132083_chc	5.1	47.233
ENSG00000232358	XLOC_036230_chc	ENST00000424566	TCONS_00178389_chc	5.239	28.422
ENSG00000257268	XLOC_033852_chc	ENST00000551161	TCONS_00161623_chc	4.351	38.981
ENSG00000264853	XLOC_035033_chc	ENST00000578539	TCONS_00169669_chc	9.003	49.161
ENSG00000223358	XLOC_028729_chc	ENST00000417720	TCONS_00130306_chc	3.837	26.963
ENSG00000279982	XLOC_025170_chc	ENST00000623138	TCONS_00107841_chc	5.762	74.814
ENSG00000273433	XLOC_011880_chc	ENST00000467897	TCONS_00042513_chc	3.9	11.424
ENSG00000271763	XLOC_029652_chc	ENST00000607766	TCONS_00136761_chc	3.832	86.927
ENSG00000273267	XLOC_019989_chc	ENST00000608962	TCONS_00079646_chc	3.345	65.894
ENSG00000259974	XLOC_014182_chc	ENST00000564492	TCONS_00055622_chc	3.935	52.738
ENSG00000269172	XLOC_044546_chc	ENST00000599484	TCONS_00216492_chc	3.502	56.002
ENSG00000251200	XLOC_020780_chc	ENST00000509956	TCONS_00082580_chc	5.452	65.827
ENSG00000268912	XLOC_046837_chc	ENST00000594816	TCONS_00222707_chc	7.096	54.406
ENSG00000272763	XLOC_038802_chc	ENST00000425510	TCONS_00194902_chc	4.086	25.09
ENSG00000203441	XLOC_003026_chc	ENST00000366259	TCONS_00025855_chc	4.976	47.946
ENSG00000261449	XLOC_037228_chc	ENST00000564481	TCONS_00185273_chc	5.272	56.845
ENSG00000235770	XLOC_026570_chc	ENST00000423530	TCONS_00116226_chc	5.442	29.499
ENSG00000177788	XLOC_014888_chc	ENST00000429227	TCONS_00058263_chc	4	3.109
ENSG00000251075	XLOC_020024_chc	ENST00000503893	TCONS_00079796_chc	5.389	54.816
ENSG00000261693	XLOC_014084_chc	ENST00000569285	TCONS_00048069_chc	6.044	29.16
ENSG00000214894	XLOC_034177_chc	ENST00000399196	TCONS_00164625_chc	9.615	42.632
ENSG00000279591	XLOC_030629_chc	ENST00000624910	TCONS_00142210_chc	7.256	42.543
ENSG00000225857	XLOC_027898_chc	ENST00000434447	TCONS_00124270_chc	3.961	21.077
ENSG00000267363	XLOC_023797_chc	ENST00000589968	TCONS_00099018_chc	4.817	71.866
ENSG00000248714	XLOC_039012_chc	ENST00000507337	TCONS_00195914_chc	6.42	38.284
ENSG00000226167	XLOC_038563_chc	ENST00000419536	TCONS_00194096_chc	9.583	19.629
ENSG00000204055	XLOC_034374_chc	ENST00000372490	TCONS_00165440_chc	10.22	22.75
ENSG00000222035	XLOC_026736_chc	ENST00000409819	TCONS_00116866_chc	4.344	50.035
ENSG00000235994	XLOC_014915_chc	ENST00000441716	TCONS_00058346_chc	6.34	15.072
ENSG00000279443	XLOC_037309_chc	ENST00000624273	TCONS_00185852_chc	7.763	59.097
ENSG00000197815	XLOC_032790_chc	ENST00000354746	TCONS_00154889_chc	6.186	49.691
ENSG00000235079	XLOC_027765_chc	ENST00000426999	TCONS_00123375_chc	4.039	4.743
ENSG00000255191	XLOC_022293_chc	ENST00000534086	TCONS_00093219_chc	6.585	43.043
ENSG00000235885	XLOC_014329_chc	ENST00000452716	TCONS_00056269_chc	4.47	14.018
ENSG00000218510	XLOC_037019_chc	ENST00000416769	TCONS_00183635_chc	4.976	40.077
ENSG00000205865	XLOC_022205_chc	ENST00000382166	TCONS_00092934_chc	7.785	68.834
ENSG00000259478	XLOC_030125_chc	ENST00000561121	TCONS_00138901_chc	4.32	31.149
ENSG00000274092	XLOC_033235_chc	ENST00000617035	TCONS_00157352_chc	5.318	65.188
ENSG00000223436	XLOC_004225_chc	ENST00000455442	TCONS_00012273_chc	5.999	11.756
ENSG00000256694	XLOC_001284_chc	ENST00000540136	TCONS_00004264_chc	6.468	55.148
ENSG00000279999	XLOC_033163_chc	ENST00000583394	TCONS_00157087_chc	4.53	28.87
ENSG00000225279	XLOC_038225_chc	ENST00000435580	TCONS_00191343_chc	4.976	36.761
ENSG00000224532	XLOC_009611_chc	ENST00000435429	TCONS_00036759_chc	5.596	81.218
ENSG00000250686	XLOC_015752_chc	ENST00000511849	TCONS_00060830_chc	4.617	69.156
ENSG00000269934	XLOC_008312_chc	ENST00000602529	TCONS_00048216_chc	5.441	62.549
ENSG00000271858	XLOC_031492_chc	ENST00000606665	TCONS_00147051_chc	3.662	43.555
ENSG00000234072	XLOC_018348_chc	ENST00000447070	TCONS_00067875_chc	13.614	108.415
ENSG00000260619	XLOC_029620_chc	ENST00000563737	TCONS_00139676_chc	4.167	40.196
ENSG00000262312	XLOC_032950_chc	ENST00000613210	TCONS_00158650_chc	10.344	66.499
ENSG00000223774	XLOC_038305_chc	ENST00000458139	TCONS_00191901_chc	6.801	30.708
ENSG00000226869	XLOC_004394_chc	ENST00000449764	TCONS_00012681_chc	5.112	35.069
ENSG00000279726	XLOC_032261_chc	ENST00000624712	TCONS_00151625_chc	6.216	74.411
ENSG00000227640	XLOC_007172_chc	ENST00000438290	TCONS_00020742_chc	4.972	66.043
ENSG00000226363	XLOC_026802_chc	ENST00000426615	TCONS_00117112_chc	8.927	43.656
ENSG00000228835	XLOC_010383_chc	ENST00000426194	TCONS_00038552_chc	15.541	43.514
ENSG00000280189	XLOC_030782_chc	ENST00000623729	TCONS_00143015_chc	4.782	5.679
ENSG00000233508	XLOC_036306_chc	ENST00000611791	TCONS_00178866_chc	6.537	60.884
ENSG00000223669	XLOC_036433_chc	ENST00000430184	TCONS_00179300_chc	3.577	54.123
ENSG00000249487	XLOC_029637_chc	ENST00000506090	TCONS_00136716_chc	3.894	54.565
ENSG00000239569	XLOC_004394_chc	ENST00000453677	TCONS_00012681_chc	14.724	59.5
ENSG00000257702	XLOC_037197_chc	ENST00000603175	TCONS_00185079_chc	3.301	48.679
ENSG00000234352	XLOC_001199_chc	ENST00000592183	TCONS_00003927_chc	4.604	26.791
ENSG00000269050	XLOC_044549_chc	ENST00000593830	TCONS_00216503_chc	8.923	38.636
ENSG00000260034	XLOC_032845_chc	ENST00000562280	TCONS_00155158_chc	3.808	15.642
ENSG00000248802	XLOC_019194_chc	ENST00000487657	TCONS_00076734_chc	6.864	24.413
ENSG00000280227	XLOC_030761_chc	ENST00000624479	TCONS_00142940_chc	3.288	23.594
ENSG00000280128	XLOC_034102_chc	ENST00000624252	TCONS_00164232_chc	5.172	25.768
ENSG00000282386	XLOC_038064_chc	ENST00000633140	TCONS_00190684_chc	4.029	89.68
ENSG00000249867	XLOC_022048_chc	ENST00000511073	TCONS_00092234_chc	4.714	49.391
ENSG00000270605	XLOC_037533_chc	ENST00000604716	TCONS_00186878_chc	6.603	35.055
ENSG00000229774	XLOC_026995_chc	ENST00000421820	TCONS_00117810_chc	5.436	73.387
ENSG00000276170	XLOC_039022_chc	ENST00000619955	TCONS_00195949_chc	4.176	24.875
ENSG00000231265	XLOC_036615_chc	ENST00000431460	TCONS_00179990_chc	4.228	31.872
ENSG00000260743	XLOC_029219_chc	ENST00000569932	TCONS_00132509_chc	9.729	34.044
ENSG00000256628	XLOC_001793_chc	ENST00000609682	TCONS_00006306_chc	8.803	24.388
ENSG00000267263	XLOC_035144_chc	ENST00000585369	TCONS_00170255_chc	3.411	55.143
ENSG00000223525	XLOC_027318_chc	ENST00000414890	TCONS_00121477_chc	7.585	69.256
ENSG00000280061	XLOC_030426_chc	ENST00000623331	TCONS_00141510_chc	5.216	33.592
ENSG00000225535	XLOC_004602_chc	ENST00000435981	TCONS_00013162_chc	3.173	15.297
ENSG00000273486	XLOC_028889_chc	ENST00000609553	TCONS_00131073_chc	6.971	25.894
ENSG00000239608	XLOC_031651_chc	ENST00000485218	TCONS_00147709_chc	8.706	51.105
ENSG00000254034	XLOC_016176_chc	ENST00000520055	TCONS_00061692_chc	4.503	26.325
ENSG00000250999	XLOC_032531_chc	ENST00000503428	TCONS_00152657_chc	3.185	17.559
ENSG00000225063	XLOC_038305_chc	ENST00000452599	TCONS_00191899_chc	4.937	134.113
ENSG00000228971	XLOC_028049_chc	ENST00000440116	TCONS_00127722_chc	3.247	58.941
ENSG00000231814	XLOC_016721_chc	ENST00000431637	TCONS_00063457_chc	5.77	4.171
ENSG00000261514	XLOC_038949_chc	ENST00000565120	TCONS_00195502_chc	3.352	9.037
ENSG00000275665	XLOC_039012_chc	ENST00000620144	TCONS_00195914_chc	7.569	45.548
ENSG00000188825	XLOC_038825_chc	ENST00000586231	TCONS_00194995_chc	4.341	40.022
ENSG00000184224	XLOC_023208_chc	ENST00000333139	TCONS_00096333_chc	6.567	113.691
ENSG00000260996	XLOC_034562_chc	ENST00000566954	TCONS_00168213_chc	14.383	50.984
ENSG00000203688	XLOC_014924_chc	ENST00000400831	TCONS_00058387_chc	5.197	15.78
ENSG00000237513	XLOC_000256_chc	ENST00000415513	TCONS_00001222_chc	6.484	28.673
ENSG00000231080	XLOC_027754_chc	ENST00000456389	TCONS_00123302_chc	4.044	94.943
ENSG00000249171	XLOC_021138_chc	ENST00000510169	TCONS_00089578_chc	4.925	102.672
ENSG00000273062	XLOC_027315_chc	ENST00000608517	TCONS_00126671_chc	12.851	30.768
ENSG00000242767	XLOC_005875_chc	ENST00000472323	TCONS_00031660_chc	4.772	19.509
ENSG00000235020	XLOC_008694_chc	ENST00000627265	TCONS_00048565_chc	4.133	15.452
ENSG00000260411	XLOC_033343_chc	ENST00000585867	TCONS_00157817_chc	6.56	28.458
ENSG00000265678	XLOC_035149_chc	ENST00000579979	TCONS_00172053_chc	4.219	95
ENSG00000269609	XLOC_024915_chc	ENST00000598368	TCONS_00106963_chc	8.967	12.667
ENSG00000268050	XLOC_034374_chc	ENST00000599172	TCONS_00165440_chc	11.346	17.263
ENSG00000263709	XLOC_035507_chc	ENST00000582196	TCONS_00173279_chc	7.623	41.402
ENSG00000236986	XLOC_034660_chc	ENST00000592466	TCONS_00167047_chc	5.29	12.942
ENSG00000259551	XLOC_029860_chc	ENST00000559065	TCONS_00137601_chc	5.49	38.835
ENSG00000254826	XLOC_008229_chc	ENST00000524768	TCONS_00030349_chc	5.047	75.866
ENSG00000281162	XLOC_002791_chc	ENST00000627215	TCONS_00008997_chc	3.964	13.077
ENSG00000273956	XLOC_033432_chc	ENST00000613759	TCONS_00158246_chc	10.245	60.366
ENSG00000237934	XLOC_037309_chc	ENST00000427046	TCONS_00185852_chc	4.465	6.364
ENSG00000226803	XLOC_015754_chc	ENST00000587815	TCONS_00060845_chc	5.426	73.461
ENSG00000250133	XLOC_047771_chc	ENST00000513533	TCONS_00226220_chc	3.972	42.821
ENSG00000259330	XLOC_022534_chc	ENST00000560415	TCONS_00094317_chc	4.02	61.687
ENSG00000204277	XLOC_035035_chc	ENST00000374945	TCONS_00169691_chc	4.699	30.186
ENSG00000275741	XLOC_007034_chc	ENST00000615635	TCONS_00020411_chc	8.283	50.311
ENSG00000206567	XLOC_031268_chc	ENST00000429065	TCONS_00146269_chc	7.404	48.756
ENSG00000272945	XLOC_035939_chc	ENST00000609218	TCONS_00177059_chc	5.612	59.22
ENSG00000226806	XLOC_026370_chc	ENST00000437007	TCONS_00115410_chc	3.89	15.684
ENSG00000265206	XLOC_035642_chc	ENST00000579003	TCONS_00174432_chc	5.075	37.403
ENSG00000234471	XLOC_032735_chc	ENST00000434541	TCONS_00154705_chc	6.495	38.009
ENSG00000278390	XLOC_003492_chc	ENST00000619407	TCONS_00010291_chc	5.382	48.496
ENSG00000274828	XLOC_009444_chc	ENST00000616428	TCONS_00036321_chc	11.392	23.701
ENSG00000279744	XLOC_035152_chc	ENST00000623828	TCONS_00170354_chc	4.649	54.838
ENSG00000239665	XLOC_000156_chc	ENST00000600249	TCONS_00000973_chc	3.179	63.132
ENSG00000255081	XLOC_008172_chc	ENST00000531215	TCONS_00022747_chc	5.294	39.146
ENSG00000228917	XLOC_038078_chc	ENST00000447167	TCONS_00190768_chc	8.233	66.914
ENSG00000261630	XLOC_030348_chc	ENST00000564801	TCONS_00141277_chc	7.009	32.652
ENSG00000236081	XLOC_033105_chc	ENST00000453348	TCONS_00156826_chc	5.018	28.716
ENSG00000279965	XLOC_007034_chc	ENST00000623716	TCONS_00020411_chc	5.987	5.385
ENSG00000235979	XLOC_035766_chc	ENST00000585389	TCONS_00174998_chc	8.769	48.83
ENSG00000243433	XLOC_008260_chc	ENST00000479085	TCONS_00053526_chc	3.316	78.556
ENSG00000281026	XLOC_007800_chc	ENST00000629393	TCONS_00021778_chc	6.165	52.356
ENSG00000271833	XLOC_034492_chc	ENST00000607259	TCONS_00166205_chc	3.574	180.779
ENSG00000215014	XLOC_036897_chc	ENST00000366221	TCONS_00182946_chc	5.055	47.316
ENSG00000233421	XLOC_036958_chc	ENST00000415386	TCONS_00183300_chc	3	11.705
ENSG00000269825	XLOC_042950_chc	ENST00000598322	TCONS_00212528_chc	6.906	16.716
ENSG00000255197	XLOC_022390_chc	ENST00000532943	TCONS_00093668_chc	3.377	57.009
ENSG00000235731	XLOC_002744_chc	ENST00000422117	TCONS_00008849_chc	5.104	73.592
ENSG00000273391	XLOC_001168_chc	ENST00000608266	TCONS_00003783_chc	7.035	49.577
ENSG00000277283	XLOC_033975_chc	ENST00000611079	TCONS_00162446_chc	11.029	21.986
ENSG00000264019	XLOC_038988_chc	ENST00000582142	TCONS_00195676_chc	5.598	11.815
ENSG00000267344	XLOC_038751_chc	ENST00000592389	TCONS_00194653_chc	3.581	18.358
ENSG00000259713	XLOC_030213_chc	ENST00000559041	TCONS_00139251_chc	7.219	44.014
ENSG00000226629	XLOC_039075_chc	ENST00000456403	TCONS_00196134_chc	7.021	26.393
ENSG00000168367	XLOC_030978_chc	ENST00000594203	TCONS_00143814_chc	4.577	50.473
ENSG00000227467	XLOC_004069_chc	ENST00000450804	TCONS_00011849_chc	8.447	23.507
ENSG00000278872	XLOC_033479_chc	ENST00000625164	TCONS_00159844_chc	6.909	26.466
ENSG00000228775	XLOC_005296_chc	ENST00000486906	TCONS_00015354_chc	3.605	23.116
ENSG00000276259	XLOC_030252_chc	ENST00000622896	TCONS_00144069_chc	9.324	45.061
ENSG00000225292	XLOC_024988_chc	ENST00000428766	TCONS_00107275_chc	4.641	118.139
ENSG00000259818	XLOC_027650_chc	ENST00000569869	TCONS_00122857_chc	5.651	103.812
ENSG00000247867	XLOC_008149_chc	ENST00000499390	TCONS_00022648_chc	8.389	120.634
ENSG00000275401	XLOC_036003_chc	ENST00000621084	TCONS_00177311_chc	5.572	48.023
ENSG00000259964	XLOC_030204_chc	ENST00000566268	TCONS_00139218_chc	3.777	49.636
ENSG00000234432	XLOC_033144_chc	ENST00000610122	TCONS_00156976_chc	7.173	35.93
ENSG00000233193	XLOC_035787_chc	ENST00000433051	TCONS_00175115_chc	4.337	46.615
ENSG00000229848	XLOC_035035_chc	ENST00000442532	TCONS_00169690_chc	9.092	74.417
ENSG00000237166	XLOC_026723_chc	ENST00000452787	TCONS_00116689_chc	5.918	77.042
ENSG00000224848	XLOC_040339_chc	ENST00000423924	TCONS_00201375_chc	4.43	67.389
ENSG00000283638	XLOC_020385_chc	ENST00000636668	TCONS_00088647_chc	4.374	50.835
ENSG00000280339	XLOC_003984_chc	ENST00000624364	TCONS_00011538_chc	6.749	34.979
ENSG00000270184	XLOC_030542_chc	ENST00000602706	TCONS_00141969_chc	7.707	11.916
ENSG00000232098	XLOC_046837_chc	ENST00000593393	TCONS_00222708_chc	10.004	53.303
ENSG00000228792	XLOC_014547_chc	ENST00000452024	TCONS_00057061_chc	3.989	10.124
ENSG00000224635	XLOC_036003_chc	ENST00000422519	TCONS_00177311_chc	6.363	42.655
ENSG00000225792	XLOC_011882_chc	ENST00000451368	TCONS_00042518_chc	6.804	29.315
ENSG00000256034	XLOC_004126_chc	ENST00000540547	TCONS_00011963_chc	4.293	75.097
ENSG00000272476	XLOC_017660_chc	ENST00000606070	TCONS_00066214_chc	9.224	52.884
ENSG00000255774	XLOC_023543_chc	ENST00000542064	TCONS_00097763_chc	4.551	17.59
ENSG00000257176	XLOC_001241_chc	ENST00000553105	TCONS_00004048_chc	5.324	61.316
ENSG00000255328	XLOC_023236_chc	ENST00000524824	TCONS_00096468_chc	7.586	27.135
ENSG00000231754	XLOC_009483_chc	ENST00000637411	TCONS_00036420_chc	8.274	46.31
ENSG00000256577	XLOC_001261_chc	ENST00000539568	TCONS_00004138_chc	6.949	19.109
ENSG00000265618	XLOC_035891_chc	ENST00000577850	TCONS_00175573_chc	3.834	72.381
ENSG00000262777	XLOC_035782_chc	ENST00000570924	TCONS_00175047_chc	9.707	22.996
ENSG00000236985	XLOC_016442_chc	ENST00000422574	TCONS_00062412_chc	4.328	12.135
ENSG00000259356	XLOC_029724_chc	ENST00000560128	TCONS_00137041_chc	3.952	46.607
ENSG00000227512	XLOC_034733_chc	ENST00000439501	TCONS_00168723_chc	5.699	15.218
ENSG00000258483	XLOC_029710_chc	ENST00000554798	TCONS_00136952_chc	4.107	42.723
ENSG00000260121	XLOC_030605_chc	ENST00000564984	TCONS_00142127_chc	9.753	32.039
ENSG00000255267	XLOC_022390_chc	ENST00000528390	TCONS_00093665_chc	3.47	16.643
ENSG00000131484	XLOC_038751_chc	ENST00000588189	TCONS_00194654_chc	3.993	46.159
ENSG00000279620	XLOC_033251_chc	ENST00000623645	TCONS_00157404_chc	4.171	49.583
ENSG00000275966	XLOC_035016_chc	ENST00000617652	TCONS_00169579_chc	11.222	23.329
ENSG00000279925	XLOC_033562_chc	ENST00000625111	TCONS_00160209_chc	5.868	9.445
ENSG00000228153	XLOC_038309_chc	ENST00000435021	TCONS_00191917_chc	3.695	35.522
ENSG00000262714	XLOC_030760_chc	ENST00000571340	TCONS_00142936_chc	4.498	14.257
