human gene	cow gene	human transcript	cow transcript	motif-pattern similarity score	gap penalty score
ENSG00000274331	XLOC_033825_cow	ENST00000618896	TCONS_00112355_cow	4.092	57.719
ENSG00000269243	XLOC_020041_cow	ENST00000597983	TCONS_00066301_cow	8.166	41.223
ENSG00000230550	XLOC_040898_cow	ENST00000433869	TCONS_00138178_cow	5.561	33.665
ENSG00000258875	XLOC_052478_cow	ENST00000554096	TCONS_00183026_cow	9.036	17.576
ENSG00000230417	XLOC_063863_cow	ENST00000635545	TCONS_00224882_cow	5.037	37.492
ENSG00000280039	XLOC_059137_cow	ENST00000625159	TCONS_00208173_cow	5.713	30.163
ENSG00000230551	XLOC_020941_cow	ENST00000499521	TCONS_00069293_cow	6.048	26.671
ENSG00000261096	XLOC_004496_cow	ENST00000563949	TCONS_00012994_cow	3.598	102.027
ENSG00000273618	XLOC_027852_cow	ENST00000622438	TCONS_00092702_cow	16.641	55.973
ENSG00000255874	XLOC_032875_cow	ENST00000538077	TCONS_00110530_cow	5.248	34.331
ENSG00000262777	XLOC_047845_cow	ENST00000570924	TCONS_00166365_cow	5.382	31.362
ENSG00000237292	XLOC_041602_cow	ENST00000435023	TCONS_00140304_cow	8.858	101.675
ENSG00000235085	XLOC_049330_cow	ENST00000441700	TCONS_00171186_cow	4.268	37.99
ENSG00000233538	XLOC_004494_cow	ENST00000370380	TCONS_00012993_cow	6.682	41.227
ENSG00000229854	XLOC_031544_cow	ENST00000434375	TCONS_00104529_cow	8.635	20.997
ENSG00000279191	XLOC_029107_cow	ENST00000622940	TCONS_00097963_cow	4.927	45.699
ENSG00000269495	XLOC_045855_cow	ENST00000594939	TCONS_00156926_cow	3.181	191.211
ENSG00000205865	XLOC_064685_cow	ENST00000382166	TCONS_00228387_cow	9.06	33.246
ENSG00000205041	XLOC_046871_cow	ENST00000378432	TCONS_00160539_cow	7.407	38.337
ENSG00000241684	XLOC_054900_cow	ENST00000460833	TCONS_00191740_cow	3.979	62.241
ENSG00000267064	XLOC_066262_cow	ENST00000590504	TCONS_00233696_cow	7.078	27.308
ENSG00000249346	XLOC_056459_cow	ENST00000525746	TCONS_00198192_cow	4.802	54.551
ENSG00000227375	XLOC_002142_cow	ENST00000430666	TCONS_00004950_cow	4.762	36.062
ENSG00000260136	XLOC_059142_cow	ENST00000565747	TCONS_00208187_cow	7.956	43.972
ENSG00000233175	XLOC_049828_cow	ENST00000587534	TCONS_00173252_cow	4.706	46.742
ENSG00000255197	XLOC_040610_cow	ENST00000532943	TCONS_00135810_cow	5.145	48.329
ENSG00000279298	XLOC_044599_cow	ENST00000623422	TCONS_00150884_cow	3.503	29.198
ENSG00000280758	XLOC_031648_cow	ENST00000630523	TCONS_00104818_cow	6.162	50.017
ENSG00000275880	XLOC_033836_cow	ENST00000611744	TCONS_00112421_cow	6.254	86.516
ENSG00000225470	XLOC_067536_cow	ENST00000602895	TCONS_00236943_cow	7.544	6.949
ENSG00000228838	XLOC_009331_cow	ENST00000421637	TCONS_00028810_cow	4.538	39.159
ENSG00000225746	XLOC_052660_cow	ENST00000556637	TCONS_00183551_cow	5.993	40.091
ENSG00000249509	XLOC_017334_cow	ENST00000506057	TCONS_00056652_cow	3.99	51.387
ENSG00000204055	XLOC_031710_cow	ENST00000451229	TCONS_00105016_cow	3.604	32.288
ENSG00000260172	XLOC_028368_cow	ENST00000564843	TCONS_00093932_cow	4.193	35.829
ENSG00000258620	XLOC_052609_cow	ENST00000556411	TCONS_00183362_cow	3.212	64.895
ENSG00000254740	XLOC_038844_cow	ENST00000530918	TCONS_00131169_cow	4.318	45.194
ENSG00000255670	XLOC_015351_cow	ENST00000544086	TCONS_00049106_cow	4.572	15.764
ENSG00000251365	XLOC_051689_cow	ENST00000506093	TCONS_00179851_cow	3.573	53.198
ENSG00000259439	XLOC_030881_cow	ENST00000437916	TCONS_00102787_cow	11.715	8.022
ENSG00000264608	XLOC_049173_cow	ENST00000582858	TCONS_00170613_cow	7.141	44.731
ENSG00000267092	XLOC_019244_cow	ENST00000590252	TCONS_00063949_cow	8.859	41.208
ENSG00000271871	XLOC_019371_cow	ENST00000607378	TCONS_00064455_cow	3.944	18.775
ENSG00000226629	XLOC_049709_cow	ENST00000456403	TCONS_00172767_cow	7.089	34.705
ENSG00000267765	XLOC_049766_cow	ENST00000592440	TCONS_00173045_cow	3.61	43.677
ENSG00000272729	XLOC_005060_cow	ENST00000608941	TCONS_00014616_cow	6.292	49.446
ENSG00000263278	XLOC_048602_cow	ENST00000611949	TCONS_00169019_cow	7.042	36.678
ENSG00000260498	XLOC_046316_cow	ENST00000570159	TCONS_00158765_cow	5.574	21.317
ENSG00000262370	XLOC_059698_cow	ENST00000574387	TCONS_00210165_cow	4.063	60.789
ENSG00000250379	XLOC_028171_cow	ENST00000510176	TCONS_00093473_cow	6.284	48.537
ENSG00000232190	XLOC_045023_cow	ENST00000430050	TCONS_00153848_cow	4.007	25.064
ENSG00000279811	XLOC_057458_cow	ENST00000624814	TCONS_00202354_cow	5.972	63.968
ENSG00000246851	XLOC_030311_cow	ENST00000502188	TCONS_00101041_cow	7.961	31.044
ENSG00000205414	XLOC_046413_cow	ENST00000379963	TCONS_00159126_cow	4.157	69.336
ENSG00000275936	XLOC_043650_cow	ENST00000617183	TCONS_00148032_cow	4.317	22.125
ENSG00000215403	XLOC_013527_cow	ENST00000400221	TCONS_00044184_cow	12.705	26.96
ENSG00000212694	XLOC_043504_cow	ENST00000537157	TCONS_00147503_cow	10.8	39.691
ENSG00000176593	XLOC_047362_cow	ENST00000313957	TCONS_00165324_cow	4.676	64.814
ENSG00000259583	XLOC_051866_cow	ENST00000560351	TCONS_00181434_cow	6.727	73.694
ENSG00000265359	XLOC_049691_cow	ENST00000579136	TCONS_00172741_cow	6.587	23.284
ENSG00000275620	XLOC_035871_cow	ENST00000612722	TCONS_00119850_cow	20.405	22.854
ENSG00000267892	XLOC_045561_cow	ENST00000602255	TCONS_00155692_cow	5.459	73.668
ENSG00000280259	XLOC_063862_cow	ENST00000624850	TCONS_00224879_cow	4	76.649
ENSG00000261373	XLOC_045067_cow	ENST00000562298	TCONS_00153990_cow	3.155	50.186
ENSG00000257407	XLOC_043572_cow	ENST00000551940	TCONS_00147831_cow	7.827	26.408
ENSG00000266896	XLOC_025101_cow	ENST00000586101	TCONS_00083748_cow	5.898	84.748
ENSG00000275494	XLOC_059140_cow	ENST00000613406	TCONS_00208178_cow	8.368	67.246
ENSG00000272874	XLOC_036008_cow	ENST00000608495	TCONS_00120277_cow	3.594	47.652
ENSG00000269148	XLOC_045717_cow	ENST00000601618	TCONS_00156341_cow	13.305	53.998
ENSG00000214548	XLOC_052647_cow	ENST00000522771	TCONS_00183518_cow	6.328	43.487
ENSG00000243083	XLOC_054844_cow	ENST00000473713	TCONS_00191631_cow	5.169	72.48
ENSG00000257151	XLOC_052785_cow	ENST00000552334	TCONS_00184063_cow	5.695	27.32
ENSG00000279762	XLOC_047730_cow	ENST00000623710	TCONS_00165986_cow	8.271	48.286
ENSG00000253390	XLOC_022263_cow	ENST00000521021	TCONS_00074781_cow	5.131	19.529
ENSG00000238141	XLOC_001305_cow	ENST00000423274	TCONS_00003076_cow	5.419	54.615
ENSG00000230599	XLOC_054393_cow	ENST00000440266	TCONS_00190393_cow	4.378	22.302
ENSG00000267714	XLOC_046700_cow	ENST00000590492	TCONS_00159946_cow	8.107	31.688
ENSG00000249695	XLOC_015546_cow	ENST00000505893	TCONS_00049794_cow	9.526	39.399
ENSG00000227301	XLOC_022318_cow	ENST00000449144	TCONS_00074923_cow	5.317	59.953
ENSG00000229989	XLOC_042837_cow	ENST00000412162	TCONS_00144107_cow	5.235	24.698
ENSG00000204054	XLOC_030324_cow	ENST00000412141	TCONS_00101075_cow	4.672	141.9
ENSG00000272945	XLOC_036059_cow	ENST00000609218	TCONS_00120428_cow	3.321	60.393
ENSG00000254631	XLOC_039183_cow	ENST00000531906	TCONS_00132150_cow	5.278	22.405
ENSG00000259230	XLOC_052675_cow	ENST00000559946	TCONS_00183641_cow	11.449	29.128
ENSG00000267073	XLOC_019237_cow	ENST00000592934	TCONS_00063934_cow	3.369	39.094
ENSG00000235862	XLOC_041712_cow	ENST00000427949	TCONS_00140692_cow	5.533	32.459
ENSG00000267598	XLOC_020122_cow	ENST00000592882	TCONS_00066473_cow	3.706	51.814
ENSG00000175061	XLOC_048090_cow	ENST00000581361	TCONS_00167214_cow	5.776	82.131
ENSG00000276509	XLOC_006921_cow	ENST00000622359	TCONS_00022165_cow	5.398	40.727
ENSG00000252690	XLOC_052086_cow	ENST00000607520	TCONS_00181973_cow	6.993	26.862
ENSG00000274421	XLOC_022014_cow	ENST00000622201	TCONS_00073990_cow	5.078	214.498
ENSG00000229915	XLOC_009687_cow	ENST00000447880	TCONS_00029878_cow	8.71	11.436
ENSG00000269050	XLOC_046832_cow	ENST00000593830	TCONS_00160417_cow	5.688	56.607
ENSG00000231428	XLOC_032833_cow	ENST00000411690	TCONS_00110388_cow	7.68	54.209
ENSG00000262999	XLOC_059012_cow	ENST00000572950	TCONS_00207792_cow	7.648	65.973
ENSG00000279726	XLOC_019390_cow	ENST00000624176	TCONS_00064487_cow	10.695	37.602
ENSG00000273486	XLOC_001237_cow	ENST00000609553	TCONS_00002946_cow	8.511	60.295
ENSG00000261578	XLOC_039239_cow	ENST00000566747	TCONS_00132312_cow	4.731	55.009
ENSG00000256031	XLOC_044458_cow	ENST00000534886	TCONS_00150409_cow	4.072	75.647
ENSG00000259994	XLOC_034338_cow	ENST00000561542	TCONS_00115485_cow	6.698	40.557
ENSG00000224596	XLOC_063863_cow	ENST00000456353	TCONS_00224881_cow	7.415	47.628
ENSG00000196893	XLOC_048103_cow	ENST00000354432	TCONS_00167261_cow	5.531	54.311
ENSG00000228201	XLOC_059644_cow	ENST00000455294	TCONS_00209962_cow	6.527	43.307
ENSG00000244215	XLOC_055273_cow	ENST00000488425	TCONS_00193200_cow	6.72	54.608
ENSG00000271380	XLOC_008341_cow	ENST00000605085	TCONS_00026234_cow	9.02	16.289
ENSG00000235478	XLOC_015546_cow	ENST00000428078	TCONS_00049794_cow	3.859	34.728
ENSG00000273069	XLOC_060195_cow	ENST00000608433	TCONS_00211510_cow	4.907	39.042
ENSG00000271851	XLOC_049405_cow	ENST00000607496	TCONS_00171657_cow	5.374	25.14
ENSG00000228630	XLOC_012888_cow	ENST00000453875	TCONS_00050965_cow	6.163	10.124
ENSG00000239552	XLOC_049589_cow	ENST00000464382	TCONS_00172410_cow	14.107	20.27
ENSG00000223837	XLOC_055813_cow	ENST00000415875	TCONS_00196518_cow	8.352	71.753
ENSG00000273015	XLOC_013056_cow	ENST00000609803	TCONS_00042894_cow	6.562	9.157
ENSG00000271869	XLOC_062673_cow	ENST00000607315	TCONS_00220892_cow	6.903	29.152
ENSG00000205930	XLOC_001584_cow	ENST00000382375	TCONS_00003861_cow	11.402	29.25
ENSG00000281969	XLOC_055562_cow	ENST00000632210	TCONS_00195711_cow	5.87	78.892
ENSG00000221817	XLOC_063306_cow	ENST00000422977	TCONS_00223297_cow	11.017	63.431
ENSG00000182057	XLOC_014058_cow	ENST00000332965	TCONS_00045762_cow	4.642	66.256
ENSG00000197291	XLOC_049766_cow	ENST00000592670	TCONS_00173044_cow	9.315	76.009
ENSG00000261216	XLOC_059015_cow	ENST00000562802	TCONS_00207796_cow	4.616	27.015
ENSG00000249429	XLOC_020886_cow	ENST00000340585	TCONS_00069116_cow	4.434	23.801
ENSG00000269707	XLOC_029212_cow	ENST00000598623	TCONS_00098310_cow	3.83	47.836
ENSG00000267580	XLOC_045451_cow	ENST00000589932	TCONS_00155185_cow	5.293	31.569
ENSG00000268636	XLOC_047116_cow	ENST00000600665	TCONS_00161572_cow	8.64	17.378
ENSG00000254501	XLOC_065231_cow	ENST00000528887	TCONS_00229822_cow	8.225	29.429
ENSG00000272702	XLOC_030731_cow	ENST00000608612	TCONS_00106734_cow	6.228	25.59
ENSG00000259673	XLOC_027748_cow	ENST00000559298	TCONS_00092354_cow	6.303	98.547
ENSG00000248441	XLOC_051935_cow	ENST00000555332	TCONS_00181585_cow	6.989	48.098
ENSG00000222000	XLOC_030592_cow	ENST00000467398	TCONS_00106650_cow	7.134	24.865
ENSG00000231160	XLOC_017723_cow	ENST00000440181	TCONS_00057466_cow	13.999	35.311
ENSG00000232593	XLOC_066350_cow	ENST00000366185	TCONS_00233998_cow	6.265	61.392
ENSG00000279187	XLOC_049969_cow	ENST00000624065	TCONS_00173717_cow	8.481	42.115
ENSG00000259291	XLOC_052979_cow	ENST00000620791	TCONS_00184625_cow	5.098	61.041
ENSG00000236311	XLOC_060695_cow	ENST00000445873	TCONS_00214487_cow	4.453	37.156
ENSG00000234693	XLOC_036275_cow	ENST00000435177	TCONS_00121106_cow	4.537	48.913
ENSG00000239552	XLOC_049588_cow	ENST00000464382	TCONS_00172407_cow	7.363	41.344
ENSG00000262831	XLOC_049957_cow	ENST00000576784	TCONS_00173694_cow	4.342	27.037
ENSG00000261033	XLOC_048096_cow	ENST00000564549	TCONS_00167236_cow	4.62	90.038
ENSG00000260778	XLOC_058873_cow	ENST00000562838	TCONS_00207294_cow	6.418	34.315
ENSG00000260156	XLOC_046160_cow	ENST00000567186	TCONS_00158235_cow	6.062	42.074
ENSG00000237166	XLOC_005644_cow	ENST00000452787	TCONS_00015947_cow	7.774	55.768
ENSG00000279036	XLOC_048189_cow	ENST00000624209	TCONS_00167526_cow	11.651	39.698
ENSG00000259933	XLOC_058861_cow	ENST00000570072	TCONS_00207181_cow	3.136	33.872
ENSG00000274478	XLOC_045019_cow	ENST00000621177	TCONS_00153841_cow	3.078	60.954
ENSG00000237036	XLOC_034342_cow	ENST00000607455	TCONS_00115509_cow	5.012	28.81
ENSG00000225439	XLOC_030707_cow	ENST00000529783	TCONS_00102213_cow	4.774	49.95
ENSG00000223823	XLOC_042470_cow	ENST00000416774	TCONS_00142933_cow	8.556	63.197
ENSG00000225822	XLOC_000588_cow	ENST00000442941	TCONS_00001400_cow	5.816	52.458
ENSG00000259945	XLOC_046599_cow	ENST00000563083	TCONS_00159711_cow	5.482	20.232
ENSG00000232283	XLOC_022419_cow	ENST00000448857	TCONS_00075177_cow	5.966	49.893
ENSG00000260360	XLOC_042591_cow	ENST00000567904	TCONS_00143323_cow	5.896	18.619
ENSG00000260145	XLOC_046494_cow	ENST00000562970	TCONS_00159317_cow	5.38	37.184
ENSG00000234608	XLOC_043637_cow	ENST00000442119	TCONS_00147982_cow	4.214	82.839
ENSG00000239921	XLOC_055260_cow	ENST00000461398	TCONS_00193168_cow	7.446	44.43
ENSG00000236535	XLOC_042531_cow	ENST00000421851	TCONS_00143200_cow	6.489	20.367
ENSG00000260448	XLOC_059142_cow	ENST00000569920	TCONS_00208187_cow	3.513	47.655
ENSG00000262223	XLOC_048584_cow	ENST00000574041	TCONS_00168958_cow	4.434	17.536
ENSG00000230461	XLOC_041687_cow	ENST00000630223	TCONS_00140642_cow	3.987	22.993
ENSG00000224397	XLOC_035127_cow	ENST00000425497	TCONS_00117907_cow	6.542	31.841
ENSG00000278090	XLOC_052835_cow	ENST00000611654	TCONS_00184172_cow	3.713	21.985
ENSG00000228737	XLOC_019386_cow	ENST00000422040	TCONS_00064481_cow	4.451	77.653
ENSG00000280117	XLOC_044363_cow	ENST00000623279	TCONS_00150054_cow	26.273	40.406
ENSG00000259764	XLOC_053087_cow	ENST00000558696	TCONS_00185015_cow	3.836	33.727
ENSG00000267698	XLOC_045514_cow	ENST00000586962	TCONS_00155467_cow	4.383	109.706
ENSG00000196273	XLOC_052609_cow	ENST00000553367	TCONS_00183362_cow	3.821	17.812
ENSG00000253187	XLOC_011879_cow	ENST00000519694	TCONS_00037756_cow	8.768	55.103
ENSG00000259779	XLOC_058151_cow	ENST00000562582	TCONS_00204026_cow	7.339	33.713
ENSG00000275888	XLOC_049943_cow	ENST00000620937	TCONS_00173636_cow	4.006	47.525
ENSG00000233123	XLOC_059387_cow	ENST00000434537	TCONS_00209011_cow	4.821	17.263
ENSG00000237886	XLOC_031796_cow	ENST00000429224	TCONS_00105390_cow	5.205	36.002
ENSG00000254614	XLOC_065230_cow	ENST00000526623	TCONS_00229818_cow	20.595	21.144
ENSG00000279948	XLOC_045757_cow	ENST00000624074	TCONS_00156477_cow	10.187	28.163
ENSG00000253616	XLOC_023427_cow	ENST00000520840	TCONS_00077790_cow	4.572	18.644
ENSG00000237775	XLOC_055856_cow	ENST00000458361	TCONS_00196718_cow	7.981	46.712
ENSG00000231654	XLOC_025047_cow	ENST00000455390	TCONS_00083617_cow	3.859	57.819
ENSG00000263072	XLOC_059698_cow	ENST00000572691	TCONS_00210166_cow	6.733	14.482
ENSG00000213599	XLOC_059227_cow	ENST00000561824	TCONS_00208509_cow	5.927	29.549
ENSG00000255050	XLOC_037550_cow	ENST00000531730	TCONS_00126508_cow	7.642	44.093
ENSG00000269352	XLOC_047092_cow	ENST00000601893	TCONS_00161450_cow	5.511	70.337
ENSG00000268505	XLOC_046310_cow	ENST00000599841	TCONS_00158749_cow	5.614	25.542
ENSG00000256654	XLOC_015519_cow	ENST00000538202	TCONS_00049675_cow	6.383	84.24
ENSG00000280029	XLOC_020848_cow	ENST00000624192	TCONS_00069008_cow	5.465	41.126
ENSG00000259495	XLOC_053051_cow	ENST00000559008	TCONS_00184923_cow	7.422	38.402
ENSG00000279716	XLOC_020068_cow	ENST00000624704	TCONS_00066380_cow	7.735	33.814
ENSG00000225335	XLOC_013930_cow	ENST00000622035	TCONS_00045294_cow	5.052	36.932
ENSG00000253390	XLOC_022268_cow	ENST00000521021	TCONS_00074794_cow	4.751	31.464
ENSG00000277151	XLOC_033213_cow	ENST00000617901	TCONS_00111202_cow	6.517	51.599
ENSG00000204282	XLOC_048630_cow	ENST00000592939	TCONS_00175297_cow	3.752	15.484
ENSG00000260807	XLOC_059630_cow	ENST00000565467	TCONS_00209884_cow	16.077	56.463
ENSG00000274478	XLOC_045031_cow	ENST00000621177	TCONS_00153858_cow	3.379	38.904
ENSG00000235954	XLOC_043749_cow	ENST00000430525	TCONS_00148312_cow	4.048	37.037
ENSG00000233030	XLOC_006818_cow	ENST00000428289	TCONS_00021901_cow	5.101	23.139
ENSG00000256262	XLOC_043703_cow	ENST00000478808	TCONS_00148181_cow	3.473	38.004
ENSG00000278390	XLOC_032061_cow	ENST00000619407	TCONS_00108529_cow	4.907	52.872
ENSG00000230563	XLOC_034543_cow	ENST00000430097	TCONS_00115994_cow	5.209	31.266
ENSG00000272693	XLOC_060119_cow	ENST00000608973	TCONS_00211373_cow	6.625	30.232
ENSG00000235527	XLOC_008698_cow	ENST00000450706	TCONS_00027235_cow	5.881	42.21
ENSG00000224307	XLOC_030319_cow	ENST00000455981	TCONS_00101068_cow	5.748	28.469
ENSG00000250930	XLOC_016696_cow	ENST00000511989	TCONS_00055083_cow	3.589	15.111
ENSG00000260572	XLOC_000978_cow	ENST00000566372	TCONS_00002322_cow	6.357	49.848
ENSG00000249641	XLOC_012885_cow	ENST00000512916	TCONS_00042280_cow	8.011	29.78
ENSG00000273018	XLOC_048107_cow	ENST00000425211	TCONS_00167269_cow	3.854	47.384
ENSG00000269915	XLOC_064711_cow	ENST00000527021	TCONS_00228469_cow	11.196	21.065
ENSG00000227301	XLOC_022323_cow	ENST00000449144	TCONS_00079587_cow	3.811	112.644
ENSG00000255571	XLOC_052049_cow	ENST00000561327	TCONS_00181803_cow	8.421	26.62
ENSG00000260792	XLOC_053617_cow	ENST00000564585	TCONS_00186379_cow	5.984	44.302
ENSG00000268475	XLOC_045622_cow	ENST00000598887	TCONS_00155910_cow	3.22	24.31
ENSG00000260798	XLOC_046602_cow	ENST00000563916	TCONS_00159726_cow	4.127	11.522
ENSG00000279159	XLOC_043779_cow	ENST00000624945	TCONS_00148439_cow	7.752	48.78
ENSG00000235897	XLOC_002168_cow	ENST00000452051	TCONS_00005053_cow	6.042	59.579
ENSG00000179743	XLOC_004841_cow	ENST00000317122	TCONS_00014048_cow	13.674	38.044
ENSG00000253973	XLOC_038995_cow	ENST00000531592	TCONS_00131586_cow	4.166	43.937
ENSG00000275431	XLOC_049020_cow	ENST00000612584	TCONS_00170266_cow	6.58	95.924
ENSG00000263276	XLOC_046607_cow	ENST00000571975	TCONS_00159755_cow	5.605	40.17
ENSG00000231721	XLOC_012188_cow	ENST00000429901	TCONS_00038433_cow	3.627	49.183
ENSG00000261055	XLOC_008745_cow	ENST00000565955	TCONS_00027356_cow	5.706	61.83
ENSG00000256906	XLOC_044312_cow	ENST00000535487	TCONS_00152455_cow	6.966	25.582
ENSG00000229848	XLOC_049943_cow	ENST00000430912	TCONS_00173636_cow	3.206	29.36
ENSG00000180422	XLOC_045049_cow	ENST00000321214	TCONS_00163163_cow	5.028	54.777
ENSG00000232677	XLOC_046790_cow	ENST00000438368	TCONS_00160234_cow	3.409	17.842
ENSG00000248809	XLOC_043108_cow	ENST00000507726	TCONS_00146572_cow	6.222	53.68
ENSG00000280092	XLOC_045372_cow	ENST00000623314	TCONS_00154997_cow	6.735	42.042
ENSG00000258861	XLOC_052647_cow	ENST00000553692	TCONS_00183518_cow	4.544	68.68
ENSG00000275542	XLOC_048586_cow	ENST00000622907	TCONS_00168983_cow	5.3	34.418
ENSG00000204685	XLOC_029119_cow	ENST00000446816	TCONS_00098002_cow	3.529	20.575
ENSG00000281691	XLOC_054284_cow	ENST00000630404	TCONS_00189954_cow	4.556	24.434
ENSG00000183154	XLOC_062182_cow	ENST00000330539	TCONS_00219733_cow	8.722	38.593
ENSG00000236618	XLOC_047829_cow	ENST00000425081	TCONS_00166325_cow	5.245	33.887
ENSG00000237282	XLOC_034411_cow	ENST00000594642	TCONS_00115640_cow	4.52	51.87
ENSG00000267065	XLOC_050048_cow	ENST00000585863	TCONS_00176227_cow	18.242	48.965
ENSG00000259254	XLOC_026693_cow	ENST00000559841	TCONS_00089546_cow	12.833	27.202
ENSG00000256955	XLOC_059279_cow	ENST00000542763	TCONS_00208731_cow	8.21	106.961
ENSG00000223597	XLOC_051686_cow	ENST00000500616	TCONS_00179841_cow	4.886	49.568
ENSG00000278949	XLOC_043369_cow	ENST00000623177	TCONS_00147173_cow	5.942	143.633
ENSG00000226239	XLOC_036024_cow	ENST00000449519	TCONS_00120312_cow	8.484	56.855
ENSG00000273247	XLOC_043173_cow	ENST00000608661	TCONS_00146705_cow	6.935	27.156
ENSG00000238184	XLOC_064682_cow	ENST00000427151	TCONS_00230883_cow	4.014	41.334
ENSG00000274591	XLOC_013053_cow	ENST00000611566	TCONS_00042869_cow	4.845	62.952
ENSG00000216895	XLOC_012487_cow	ENST00000474963	TCONS_00039172_cow	4.672	50.303
ENSG00000277332	XLOC_037575_cow	ENST00000612629	TCONS_00126648_cow	5.227	27.688
ENSG00000258459	XLOC_028044_cow	ENST00000553419	TCONS_00093144_cow	6.371	47.353
ENSG00000254038	XLOC_062190_cow	ENST00000523411	TCONS_00219756_cow	4.628	15.54
ENSG00000197308	XLOC_034117_cow	ENST00000438755	TCONS_00114831_cow	4.716	26.948
ENSG00000231551	XLOC_008555_cow	ENST00000445243	TCONS_00026859_cow	5.329	24.92
ENSG00000278916	XLOC_012841_cow	ENST00000623122	TCONS_00042178_cow	7.314	49.812
ENSG00000272892	XLOC_063210_cow	ENST00000610279	TCONS_00222958_cow	7.737	23.287
ENSG00000264735	XLOC_048552_cow	ENST00000580125	TCONS_00168819_cow	6.191	17.776
ENSG00000242797	XLOC_054245_cow	ENST00000467187	TCONS_00189781_cow	7.232	21.142
ENSG00000237017	XLOC_047279_cow	ENST00000452097	TCONS_00162352_cow	13.67	44.421
ENSG00000203804	XLOC_006800_cow	ENST00000369035	TCONS_00021854_cow	6.041	27.255
ENSG00000257563	XLOC_059063_cow	ENST00000549796	TCONS_00207963_cow	4.614	59.123
ENSG00000275186	XLOC_057439_cow	ENST00000621571	TCONS_00202308_cow	8.886	42.948
ENSG00000203804	XLOC_006800_cow	ENST00000617352	TCONS_00021857_cow	5.278	28.481
ENSG00000266036	XLOC_048711_cow	ENST00000585285	TCONS_00169543_cow	4.336	65.402
ENSG00000262313	XLOC_048586_cow	ENST00000576032	TCONS_00168982_cow	4.793	39.309
ENSG00000230483	XLOC_065398_cow	ENST00000433035	TCONS_00230255_cow	4.245	44.421
ENSG00000275088	XLOC_046294_cow	ENST00000621095	TCONS_00158699_cow	9.891	60.638
ENSG00000273308	XLOC_002142_cow	ENST00000608482	TCONS_00004951_cow	6.364	55.178
ENSG00000234432	XLOC_059540_cow	ENST00000610122	TCONS_00209496_cow	9.9	14.78
ENSG00000257771	XLOC_014560_cow	ENST00000546821	TCONS_00047170_cow	6.071	26.766
ENSG00000253406	XLOC_020941_cow	ENST00000523176	TCONS_00069293_cow	5.015	42.624
ENSG00000271199	XLOC_066189_cow	ENST00000603360	TCONS_00233416_cow	4.867	17.4
ENSG00000279913	XLOC_017466_cow	ENST00000624114	TCONS_00056913_cow	5.573	19.996
ENSG00000237087	XLOC_005992_cow	ENST00000437095	TCONS_00016750_cow	4.589	34.652
ENSG00000235121	XLOC_042394_cow	ENST00000429443	TCONS_00142625_cow	3.886	33.264
ENSG00000235927	XLOC_007403_cow	ENST00000421331	TCONS_00023335_cow	4.623	120.418
ENSG00000237149	XLOC_063321_cow	ENST00000491557	TCONS_00223367_cow	5.655	17.176
ENSG00000237037	XLOC_014076_cow	ENST00000617009	TCONS_00045797_cow	5.058	37.401
ENSG00000235875	XLOC_033838_cow	ENST00000425094	TCONS_00112422_cow	6.413	70.102
ENSG00000275549	XLOC_030480_cow	ENST00000612170	TCONS_00101583_cow	9.093	33.255
ENSG00000272798	XLOC_043732_cow	ENST00000609964	TCONS_00148263_cow	4.968	52.463
ENSG00000257622	XLOC_053635_cow	ENST00000548203	TCONS_00186427_cow	3.793	29.304
ENSG00000248101	XLOC_046777_cow	ENST00000473572	TCONS_00160162_cow	7.489	19.583
ENSG00000260233	XLOC_065260_cow	ENST00000623234	TCONS_00229885_cow	9.006	39.226
