human gene	mouse gene	human transcript	mouse transcript	with homologs in cow	with homologs in opossum	with homologs in chicken	with homologs in lizard	with homologs in frog	with homologs in zebrafish	motif score 	gap score
ENSG00000268842	ENSMUSG00000097781	ENST00000600257	ENSMUST00000180842	0	0	0	0	0	0	3.681	29.149
ENSG00000269834	ENSMUSG00000097759	ENST00000601562	ENSMUST00000181938	0	1	1	1	0	0	7.114	14.813
ENSG00000231654	ENSMUSG00000097796	ENST00000455390	ENSMUST00000181180	0	1	0	0	0	0	5.106	30.249
ENSG00000248478	ENSMUSG00000086541	ENST00000458107	ENSMUST00000163314	0	0	0	0	0	0	3.282	46.993
ENSG00000272715	ENSMUSG00000105611	ENST00000610171	ENSMUST00000198414	0	0	0	0	0	0	3.211	7.703
ENSG00000279504	ENSMUSG00000087009	ENST00000622994	ENSMUST00000152625	0	1	0	0	1	0	4.359	58.953
ENSG00000253363	ENSMUSG00000109674	ENST00000519451	ENSMUST00000209685	0	0	0	0	0	0	4.498	29.003
ENSG00000235560	ENSMUSG00000108465	ENST00000569752	ENSMUST00000205704	0	0	0	0	0	0	3.616	30.802
ENSG00000279753	ENSMUSG00000091994	ENST00000623459	ENSMUST00000168521	0	0	0	0	0	0	4.546	21.278
ENSG00000258017	ENSMUSG00000097414	ENST00000547712	ENSMUST00000181510	0	1	0	1	0	0	5.146	11.958
ENSG00000250303	ENSMUSG00000101304	ENST00000419895	ENSMUST00000188703	0	0	0	0	0	0	3.358	21.424
ENSG00000259644	ENSMUSG00000108418	ENST00000560740	ENSMUST00000206739	1	1	0	1	1	0	11.777	44.29
ENSG00000245293	ENSMUSG00000097761	ENST00000499098	ENSMUST00000181438	0	0	0	0	0	0	7.252	0
ENSG00000232190	ENSMUSG00000098211	ENST00000430050	ENSMUST00000182145	1	1	0	0	0	0	5.039	33.457
ENSG00000254321	ENSMUSG00000110148	ENST00000521511	ENSMUST00000210072	0	0	0	0	0	0	5.085	41.955
ENSG00000258730	ENSMUSG00000095174	ENST00000553639	ENSMUST00000178938	0	0	0	0	0	0	3.14	33.417
ENSG00000244300	ENSMUSG00000097763	ENST00000468377	ENSMUST00000181696	0	1	0	0	0	0	6.403	18.601
ENSG00000279726	ENSMUSG00000097430	ENST00000624712	ENSMUST00000180516	1	0	1	0	1	0	5.551	39.72
ENSG00000262833	ENSMUSG00000085207	ENST00000570335	ENSMUST00000129379	0	0	0	0	0	0	4.302	43.177
ENSG00000259607	ENSMUSG00000102764	ENST00000560714	ENSMUST00000191712	0	0	0	0	0	0	4.046	31.745
ENSG00000267882	ENSMUSG00000085274	ENST00000599904	ENSMUST00000155786	0	1	1	1	0	0	7.748	18.104
ENSG00000273221	ENSMUSG00000102780	ENST00000610049	ENSMUST00000194058	1	1	1	1	1	0	5.551	36.772
ENSG00000260913	ENSMUSG00000041789	ENST00000566225	ENSMUST00000048109	1	0	0	1	0	0	5.026	27.792
ENSG00000237753	ENSMUSG00000103009	ENST00000457336	ENSMUST00000192413	0	0	0	0	0	0	7.516	20.485
ENSG00000223891	ENSMUSG00000099632	ENST00000437730	ENSMUST00000190930	0	0	0	0	0	0	3.419	13.503
ENSG00000249695	ENSMUSG00000097011	ENST00000505893	ENSMUST00000181738	1	1	0	1	1	0	9.137	48.129
ENSG00000225172	ENSMUSG00000103728	ENST00000440162	ENSMUST00000191902	0	0	0	0	0	0	3.488	21.378
ENSG00000260136	ENSMUSG00000053081	ENST00000570080	ENSMUST00000191155	1	1	1	1	1	0	9.671	30.336
ENSG00000280020	ENSMUSG00000086474	ENST00000624498	ENSMUST00000131441	0	0	0	0	0	0	6.082	40.379
ENSG00000267432	ENSMUSG00000087057	ENST00000591373	ENSMUST00000147186	0	0	0	0	0	0	3.718	11.747
ENSG00000278934	ENSMUSG00000097834	ENST00000625169	ENSMUST00000181770	0	0	0	0	0	0	3.196	21.51
ENSG00000232993	ENSMUSG00000087289	ENST00000447867	ENSMUST00000203451	0	0	0	0	0	0	4.886	27.003
ENSG00000237361	ENSMUSG00000101009	ENST00000607312	ENSMUST00000191447	0	0	0	0	0	0	3.966	20.732
ENSG00000279086	ENSMUSG00000054556	ENST00000624389	ENSMUST00000140709	1	0	0	0	0	0	5.017	13.046
ENSG00000259780	ENSMUSG00000085185	ENST00000564055	ENSMUST00000171563	1	1	0	1	1	0	9.039	22.9
ENSG00000272183	ENSMUSG00000108780	ENST00000606287	ENSMUST00000206080	1	1	0	1	1	0	8.897	67.451
ENSG00000276073	ENSMUSG00000085483	ENST00000618285	ENSMUST00000153208	1	1	0	0	1	0	5.422	19.401
ENSG00000262580	ENSMUSG00000086306	ENST00000573346	ENSMUST00000156576	1	1	0	0	0	0	4.892	12.665
ENSG00000279153	ENSMUSG00000104681	ENST00000623233	ENSMUST00000198925	1	0	0	0	0	0	4.18	38.632
ENSG00000273238	ENSMUSG00000106304	ENST00000610212	ENSMUST00000196277	0	0	0	0	0	0	3	1
ENSG00000237356	ENSMUSG00000086168	ENST00000612453	ENSMUST00000144439	0	0	0	0	0	0	3.212	79.685
ENSG00000279762	ENSMUSG00000085078	ENST00000623710	ENSMUST00000133400	1	1	0	0	0	0	5.726	22.777
ENSG00000229021	ENSMUSG00000102476	ENST00000432386	ENSMUST00000195137	0	0	0	0	0	0	3.956	29.304
ENSG00000278356	ENSMUSG00000085739	ENST00000619883	ENSMUST00000146349	0	0	0	0	0	0	3.008	43.863
ENSG00000261669	ENSMUSG00000108752	ENST00000568895	ENSMUST00000205846	1	1	1	0	1	1	9.664	30.634
ENSG00000228620	ENSMUSG00000085802	ENST00000433230	ENSMUST00000135583	1	1	0	1	0	0	4.372	59.772
ENSG00000255571	ENSMUSG00000108616	ENST00000538734	ENSMUST00000206829	1	1	0	0	0	0	6	11.669
ENSG00000249588	ENSMUSG00000103437	ENST00000515504	ENSMUST00000192941	0	0	0	0	0	0	7.516	1.5
ENSG00000251044	ENSMUSG00000099774	ENST00000503685	ENSMUST00000190179	0	0	0	0	0	0	6.674	1.69
ENSG00000228495	ENSMUSG00000087400	ENST00000422700	ENSMUST00000125158	0	0	0	0	0	0	3.946	17.685
ENSG00000283155	ENSMUSG00000103384	ENST00000507279	ENSMUST00000192178	1	0	1	1	1	0	5.468	31.873
ENSG00000272128	ENSMUSG00000110317	ENST00000607091	ENSMUST00000209414	0	0	0	0	0	0	4.942	47.953
ENSG00000261863	ENSMUSG00000087116	ENST00000573270	ENSMUST00000130837	0	0	0	0	0	0	3.951	26.52
ENSG00000235831	ENSMUSG00000087341	ENST00000615178	ENSMUST00000204759	0	0	0	1	1	0	7.523	31.557
ENSG00000259082	ENSMUSG00000097391	ENST00000555725	ENSMUST00000183068	0	0	0	0	0	0	3.413	19.672
ENSG00000253279	ENSMUSG00000109964	ENST00000524059	ENSMUST00000210560	0	0	0	0	0	0	3.428	17.007
ENSG00000186056	ENSMUSG00000097158	ENST00000414532	ENSMUST00000180943	1	1	0	1	1	0	8.616	14.655
ENSG00000253339	ENSMUSG00000100868	ENST00000518355	ENSMUST00000186343	1	0	0	0	0	0	4.748	30.715
ENSG00000248636	ENSMUSG00000107263	ENST00000537366	ENSMUST00000201457	0	0	0	0	0	0	3.15	13.528
ENSG00000231305	ENSMUSG00000107719	ENST00000498297	ENSMUST00000204640	1	1	0	1	0	0	6.637	14.491
ENSG00000230969	ENSMUSG00000072893	ENST00000419151	ENSMUST00000145533	0	1	0	0	0	0	4.254	16.462
ENSG00000261351	ENSMUSG00000093759	ENST00000565387	ENSMUST00000176950	0	0	0	0	0	0	5.121	93.884
ENSG00000203280	ENSMUSG00000106191	ENST00000366110	ENSMUST00000200193	1	1	0	1	1	0	4.344	49.249
ENSG00000236311	ENSMUSG00000092346	ENST00000445873	ENSMUST00000173437	1	1	0	0	1	0	4.915	27.842
ENSG00000230725	ENSMUSG00000086563	ENST00000454676	ENSMUST00000147128	1	1	0	0	0	0	7.537	15.704
ENSG00000259362	ENSMUSG00000097870	ENST00000561283	ENSMUST00000181927	0	0	0	0	0	0	4.378	13.657
ENSG00000263798	ENSMUSG00000085307	ENST00000582262	ENSMUST00000134436	0	0	0	0	0	0	3.381	20.984
ENSG00000267244	ENSMUSG00000104429	ENST00000593201	ENSMUST00000194078	1	1	0	0	0	0	4.478	21.326
ENSG00000257756	ENSMUSG00000084909	ENST00000551202	ENSMUST00000124575	0	0	0	0	0	0	3.737	131.464
ENSG00000267317	ENSMUSG00000087672	ENST00000591252	ENSMUST00000135434	0	0	0	0	0	0	3.723	3.905
ENSG00000203498	ENSMUSG00000100022	ENST00000423568	ENSMUST00000190396	0	0	0	0	0	0	3.117	8.756
ENSG00000260500	ENSMUSG00000086805	ENST00000564226	ENSMUST00000177130	0	0	0	0	0	0	3.688	21.079
ENSG00000235120	ENSMUSG00000102899	ENST00000442384	ENSMUST00000194573	1	1	1	1	1	0	6.096	52.38
ENSG00000233056	ENSMUSG00000104159	ENST00000447535	ENSMUST00000193280	0	1	0	1	0	0	5.107	65.846
ENSG00000254109	ENSMUSG00000097257	ENST00000517521	ENSMUST00000181097	0	0	0	0	0	0	4.029	22.209
ENSG00000251185	ENSMUSG00000099468	ENST00000505930	ENSMUST00000191369	0	0	0	0	0	0	3.175	68.279
ENSG00000231749	ENSMUSG00000087139	ENST00000627453	ENSMUST00000147006	0	0	0	0	0	0	3.691	26.204
ENSG00000282882	ENSMUSG00000055134	ENST00000634974	ENSMUST00000135670	0	1	0	0	0	0	5.03	28.719
ENSG00000261428	ENSMUSG00000104018	ENST00000568928	ENSMUST00000195509	0	0	0	0	0	0	4.009	16.348
ENSG00000234155	ENSMUSG00000101335	ENST00000455071	ENSMUST00000188747	0	0	0	0	0	0	3.828	61.743
ENSG00000262223	ENSMUSG00000097658	ENST00000572301	ENSMUST00000180595	0	0	0	0	0	0	3.829	23.13
ENSG00000274422	ENSMUSG00000097764	ENST00000610778	ENSMUST00000181077	0	0	0	0	0	0	3.252	51.345
ENSG00000280026	ENSMUSG00000103985	ENST00000625053	ENSMUST00000193015	0	0	0	0	0	0	3.85	167.809
ENSG00000276397	ENSMUSG00000101773	ENST00000611889	ENSMUST00000188435	0	0	0	0	0	0	3.963	78.699
ENSG00000275964	ENSMUSG00000100017	ENST00000620617	ENSMUST00000186474	1	1	1	1	0	1	22.371	12.302
ENSG00000268403	ENSMUSG00000073867	ENST00000596206	ENSMUST00000098110	1	1	0	1	0	0	8.945	24.781
ENSG00000267243	ENSMUSG00000102464	ENST00000593065	ENSMUST00000192013	0	0	0	0	0	0	3.621	174.537
ENSG00000268472	ENSMUSG00000101304	ENST00000595053	ENSMUST00000190941	0	0	0	0	0	0	4.046	14.379
ENSG00000283001	ENSMUSG00000070984	ENST00000635678	ENSMUST00000135738	1	0	0	0	0	0	4.212	18.762
ENSG00000275516	ENSMUSG00000097294	ENST00000617619	ENSMUST00000181119	0	0	0	0	0	0	3.982	11.758
ENSG00000279721	ENSMUSG00000107722	ENST00000624478	ENSMUST00000203191	0	0	0	0	0	0	5.312	23.757
ENSG00000280725	ENSMUSG00000102699	ENST00000627569	ENSMUST00000192010	0	0	0	0	0	0	3.181	36.986
ENSG00000270182	ENSMUSG00000055408	ENST00000602610	ENSMUST00000152875	0	1	0	0	1	0	5.476	35.071
ENSG00000248844	ENSMUSG00000108851	ENST00000511013	ENSMUST00000207545	0	0	0	0	0	0	3.815	13.91
ENSG00000234006	ENSMUSG00000092241	ENST00000420520	ENSMUST00000173576	0	0	0	0	0	0	4.511	40.762
ENSG00000267480	ENSMUSG00000046415	ENST00000587619	ENSMUST00000144078	0	0	0	0	0	0	3.676	14.16
ENSG00000267353	ENSMUSG00000109105	ENST00000588717	ENSMUST00000208490	0	1	1	1	0	0	5.831	30.978
ENSG00000283213	ENSMUSG00000108351	ENST00000636266	ENSMUST00000206060	1	1	0	0	0	0	5.5	24.668
ENSG00000175147	ENSMUSG00000100396	ENST00000404665	ENSMUST00000190911	0	0	0	0	0	0	3.414	22.554
ENSG00000251024	ENSMUSG00000109583	ENST00000503593	ENSMUST00000210045	0	0	0	0	0	0	3.256	19.706
ENSG00000224032	ENSMUSG00000087590	ENST00000508590	ENSMUST00000179138	0	0	0	0	0	0	4.127	55.993
ENSG00000224078	ENSMUSG00000108943	ENST00000554726	ENSMUST00000207177	0	0	0	0	0	0	4.181	30.455
ENSG00000279157	ENSMUSG00000109438	ENST00000623209	ENSMUST00000207688	0	0	0	0	0	0	3.721	50.616
ENSG00000224691	ENSMUSG00000102990	ENST00000428391	ENSMUST00000194664	1	1	1	1	0	1	15.826	11.201
ENSG00000276337	ENSMUSG00000097969	ENST00000612833	ENSMUST00000183009	1	1	1	0	1	1	11.475	13.787
ENSG00000226950	ENSMUSG00000053656	ENST00000441504	ENSMUST00000117249	0	0	0	0	0	0	4.061	17.896
ENSG00000282897	ENSMUSG00000086139	ENST00000635661	ENSMUST00000143618	0	0	0	0	0	0	3.238	18.717
ENSG00000261889	ENSMUSG00000097517	ENST00000570843	ENSMUST00000180920	1	1	1	1	1	0	6.827	30.322
ENSG00000260394	ENSMUSG00000097523	ENST00000567091	ENSMUST00000180932	0	0	0	0	0	0	3.106	29.149
ENSG00000276170	ENSMUSG00000087042	ENST00000613481	ENSMUST00000134289	1	1	0	0	0	0	4.241	16.948
ENSG00000232444	ENSMUSG00000097627	ENST00000420130	ENSMUST00000181381	0	0	0	0	0	0	3.499	43.459
ENSG00000248554	ENSMUSG00000025450	ENST00000512498	ENSMUST00000048965	0	1	0	0	0	0	3.986	4.655
ENSG00000268189	ENSMUSG00000097861	ENST00000597549	ENSMUST00000180608	0	0	0	0	0	0	3.968	15.379
ENSG00000254860	ENSMUSG00000109700	ENST00000534349	ENSMUST00000210822	0	0	0	0	0	0	3.311	38.622
ENSG00000249173	ENSMUSG00000086279	ENST00000507183	ENSMUST00000147206	0	0	0	0	0	0	4.533	43.878
ENSG00000258489	ENSMUSG00000100664	ENST00000554412	ENSMUST00000186618	0	0	0	0	0	0	4.887	0
ENSG00000256146	ENSMUSG00000110390	ENST00000544842	ENSMUST00000210335	0	0	0	0	0	0	4.175	115.86
ENSG00000275830	ENSMUSG00000084783	ENST00000617298	ENSMUST00000148654	1	1	0	0	1	0	3.781	48.798
ENSG00000233379	ENSMUSG00000089707	ENST00000435281	ENSMUST00000160117	0	0	0	0	0	0	3.14	19.088
ENSG00000250451	ENSMUSG00000097003	ENST00000505700	ENSMUST00000181306	0	1	0	0	0	0	3.878	11.733
ENSG00000272711	ENSMUSG00000090293	ENST00000610008	ENSMUST00000168990	1	1	0	0	0	0	9.495	32.818
ENSG00000234715	ENSMUSG00000073152	ENST00000422488	ENSMUST00000084713	0	0	0	0	0	0	4.137	33.945
ENSG00000279089	ENSMUSG00000086003	ENST00000624148	ENSMUST00000125406	0	0	0	0	0	0	3.968	34.095
ENSG00000225733	ENSMUSG00000108625	ENST00000424349	ENSMUST00000205414	0	0	0	1	0	0	4.441	20.469
ENSG00000272076	ENSMUSG00000103067	ENST00000605991	ENSMUST00000194886	0	0	0	0	0	0	3.262	24.779
ENSG00000259488	ENSMUSG00000086416	ENST00000612262	ENSMUST00000123574	0	0	0	0	0	0	3.483	20.017
ENSG00000271709	ENSMUSG00000101179	ENST00000603720	ENSMUST00000186697	0	0	0	0	0	0	4.215	9.138
ENSG00000233538	ENSMUSG00000103272	ENST00000370380	ENSMUST00000195317	1	1	1	1	0	1	11.694	21.807
ENSG00000235731	ENSMUSG00000109157	ENST00000422117	ENSMUST00000208008	1	1	1	0	0	1	9.08	46.708
ENSG00000231128	ENSMUSG00000089998	ENST00000429398	ENSMUST00000160110	0	0	0	0	0	0	3.556	41.609
ENSG00000279141	ENSMUSG00000097872	ENST00000628780	ENSMUST00000181730	0	1	0	0	0	0	10.131	19.044
ENSG00000234810	ENSMUSG00000085790	ENST00000422374	ENSMUST00000130088	0	0	0	0	0	0	3.26	46.293
ENSG00000241158	ENSMUSG00000108256	ENST00000594810	ENSMUST00000203992	0	1	0	0	0	0	4.281	57.27
ENSG00000237159	ENSMUSG00000091542	ENST00000453642	ENSMUST00000169242	1	1	1	0	0	0	4.974	24.833
ENSG00000255629	ENSMUSG00000100143	ENST00000536455	ENSMUST00000188932	0	0	0	0	0	0	6.508	0.5
ENSG00000253986	ENSMUSG00000102611	ENST00000518590	ENSMUST00000192163	0	0	1	0	0	1	3.836	48.104
ENSG00000275294	ENSMUSG00000105907	ENST00000610335	ENSMUST00000200363	0	0	0	1	0	1	5.075	59.56
ENSG00000279789	ENSMUSG00000095334	ENST00000623731	ENSMUST00000123117	0	0	0	0	0	0	4.637	22.654
ENSG00000255794	ENSMUSG00000098040	ENST00000547946	ENSMUST00000182870	0	1	0	1	1	0	4.236	18.914
ENSG00000253551	ENSMUSG00000103329	ENST00000522541	ENSMUST00000195780	0	0	0	0	0	0	4.214	29.47
ENSG00000249352	ENSMUSG00000100596	ENST00000504280	ENSMUST00000185979	0	0	0	0	0	0	5.115	34.554
ENSG00000256034	ENSMUSG00000099137	ENST00000540547	ENSMUST00000184420	1	0	0	0	1	0	4.499	11.522
ENSG00000277715	ENSMUSG00000020033	ENST00000611145	ENSMUST00000020222	0	0	0	0	0	0	4.928	29.85
ENSG00000259818	ENSMUSG00000073779	ENST00000569869	ENSMUST00000097930	1	1	0	0	1	0	6.335	19.604
ENSG00000238198	ENSMUSG00000104768	ENST00000421157	ENSMUST00000199205	1	0	0	0	0	0	7.612	10.915
ENSG00000223561	ENSMUSG00000097598	ENST00000456777	ENSMUST00000180553	0	0	0	0	0	0	3.003	17.758
ENSG00000204850	ENSMUSG00000097842	ENST00000377652	ENSMUST00000181501	0	0	0	0	0	0	3.522	5.598
ENSG00000280377	ENSMUSG00000097699	ENST00000624460	ENSMUST00000181717	1	1	1	0	1	0	8.985	30.91
ENSG00000269799	ENSMUSG00000097472	ENST00000601661	ENSMUST00000181918	0	0	0	0	0	0	3.332	29.172
ENSG00000267138	ENSMUSG00000085779	ENST00000591962	ENSMUST00000150782	0	0	0	0	0	0	3.98	21.131
ENSG00000280419	ENSMUSG00000098211	ENST00000623341	ENSMUST00000182145	0	1	0	0	0	0	4.216	34.71
ENSG00000272798	ENSMUSG00000104576	ENST00000609964	ENSMUST00000197638	1	1	0	0	1	0	5.888	92.47
ENSG00000228775	ENSMUSG00000097484	ENST00000486906	ENSMUST00000181132	1	0	0	0	0	0	3.649	34.446
ENSG00000223403	ENSMUSG00000097391	ENST00000429368	ENSMUST00000183084	1	1	1	0	0	1	18.167	6.14
ENSG00000237220	ENSMUSG00000100496	ENST00000416350	ENSMUST00000191519	0	0	0	0	0	0	5.039	3.633
ENSG00000282897	ENSMUSG00000085177	ENST00000635661	ENSMUST00000130206	0	0	0	0	0	0	3.28	17.029
ENSG00000245067	ENSMUSG00000106985	ENST00000499667	ENSMUST00000201899	0	0	0	0	0	0	6.249	0.577
ENSG00000253787	ENSMUSG00000099774	ENST00000520762	ENSMUST00000190179	0	0	0	0	0	0	3.806	24.925
ENSG00000233621	ENSMUSG00000044730	ENST00000424989	ENSMUST00000094769	1	1	0	0	1	0	5.456	8.112
ENSG00000235533	ENSMUSG00000085022	ENST00000442260	ENSMUST00000151038	1	0	0	0	0	0	4.486	37.192
ENSG00000279914	ENSMUSG00000106060	ENST00000623814	ENSMUST00000197648	1	0	1	0	0	0	5.756	24.017
ENSG00000251517	ENSMUSG00000106897	ENST00000511279	ENSMUST00000202906	0	0	0	0	0	0	3.757	45.285
ENSG00000279649	ENSMUSG00000097026	ENST00000623181	ENSMUST00000180410	1	1	1	0	1	0	6.207	19.074
ENSG00000229191	ENSMUSG00000102414	ENST00000458003	ENSMUST00000191612	1	1	1	1	1	0	10.376	41.808
ENSG00000274478	ENSMUSG00000097424	ENST00000621177	ENSMUST00000181133	1	1	0	0	0	0	4.777	27.089
ENSG00000279266	ENSMUSG00000109154	ENST00000623701	ENSMUST00000208559	1	1	1	1	1	1	9.658	58.758
ENSG00000279693	ENSMUSG00000097026	ENST00000624251	ENSMUST00000180410	1	1	0	0	1	0	3.839	15.572
ENSG00000277675	ENSMUSG00000106969	ENST00000616609	ENSMUST00000201788	1	1	0	0	0	0	3.848	86.774
ENSG00000255041	ENSMUSG00000085976	ENST00000528445	ENSMUST00000152230	0	0	0	0	0	0	3.011	33.116
ENSG00000233110	ENSMUSG00000085440	ENST00000411847	ENSMUST00000135116	0	0	0	0	0	0	3.132	42.111
ENSG00000205018	ENSMUSG00000090174	ENST00000378347	ENSMUST00000162198	1	1	1	1	0	0	5.523	45.422
ENSG00000259218	ENSMUSG00000108476	ENST00000561201	ENSMUST00000206387	0	0	0	0	0	0	4.096	37.717
ENSG00000234714	ENSMUSG00000086408	ENST00000411436	ENSMUST00000141758	0	0	0	0	0	0	4.503	62.528
ENSG00000256633	ENSMUSG00000109656	ENST00000545254	ENSMUST00000210076	0	0	0	0	0	0	3.684	72.341
ENSG00000228133	ENSMUSG00000109715	ENST00000425277	ENSMUST00000209836	1	1	0	1	1	0	7.971	15.902
ENSG00000259082	ENSMUSG00000098202	ENST00000555725	ENSMUST00000182785	0	0	1	0	0	0	3.92	35.74
ENSG00000255426	ENSMUSG00000085261	ENST00000532068	ENSMUST00000141341	1	0	0	0	0	0	5.184	66.227
ENSG00000282793	ENSMUSG00000100094	ENST00000632451	ENSMUST00000185464	0	0	0	0	0	0	4.617	48.716
ENSG00000256008	ENSMUSG00000086368	ENST00000540369	ENSMUST00000149609	1	1	1	1	1	1	12.429	13.134
ENSG00000279193	ENSMUSG00000072591	ENST00000624565	ENSMUST00000091324	0	0	0	0	0	0	4.298	10.966
ENSG00000228235	ENSMUSG00000086241	ENST00000429512	ENSMUST00000127576	0	0	0	0	0	0	3.932	34.344
ENSG00000233973	ENSMUSG00000104826	ENST00000440762	ENSMUST00000198230	0	0	0	0	0	0	3.115	17.597
ENSG00000237978	ENSMUSG00000102825	ENST00000432385	ENSMUST00000191961	0	0	0	0	0	0	3.923	4.082
ENSG00000214548	ENSMUSG00000097451	ENST00000398460	ENSMUST00000182406	1	1	0	0	0	0	5.86	12.741
ENSG00000258754	ENSMUSG00000103673	ENST00000555023	ENSMUST00000192910	0	0	0	0	0	0	4.412	2.915
ENSG00000280048	ENSMUSG00000109021	ENST00000624746	ENSMUST00000207627	0	0	0	0	0	1	8.706	19.849
ENSG00000235478	ENSMUSG00000093739	ENST00000428078	ENSMUST00000177251	0	1	0	0	0	0	4.852	47.2
ENSG00000262662	ENSMUSG00000085501	ENST00000571591	ENSMUST00000136542	0	0	0	0	0	0	3.649	30.623
ENSG00000279187	ENSMUSG00000085636	ENST00000624065	ENSMUST00000140273	1	1	1	1	1	0	5.767	24.035
ENSG00000246130	ENSMUSG00000099027	ENST00000501897	ENSMUST00000183642	0	0	0	0	0	0	4.282	40.712
ENSG00000273363	ENSMUSG00000107434	ENST00000609898	ENSMUST00000203927	0	0	0	0	0	0	3.428	7.594
ENSG00000272588	ENSMUSG00000105590	ENST00000607877	ENSMUST00000196046	1	1	0	1	1	0	6.559	28.473
ENSG00000262343	ENSMUSG00000084887	ENST00000570408	ENSMUST00000127327	0	0	0	0	0	0	3.41	30.8
ENSG00000237870	ENSMUSG00000085264	ENST00000457033	ENSMUST00000131334	0	0	0	0	0	0	4.136	22.512
ENSG00000272807	ENSMUSG00000103382	ENST00000608095	ENSMUST00000195880	0	0	0	0	0	0	4.606	25.483
ENSG00000229989	ENSMUSG00000103427	ENST00000436880	ENSMUST00000194483	1	0	0	0	0	1	5.393	28.096
ENSG00000279965	ENSMUSG00000096938	ENST00000623716	ENSMUST00000181315	1	1	0	0	0	0	4.438	11.225
ENSG00000261193	ENSMUSG00000098184	ENST00000568267	ENSMUST00000182352	1	1	0	0	0	0	6.026	31.11
ENSG00000231873	ENSMUSG00000104494	ENST00000412811	ENSMUST00000193250	1	1	0	1	0	0	10.192	32.78
ENSG00000267416	ENSMUSG00000087013	ENST00000589740	ENSMUST00000128213	1	0	0	0	0	0	4.475	15.556
ENSG00000260588	ENSMUSG00000054822	ENST00000563810	ENSMUST00000186344	1	1	1	1	1	0	8.396	26.068
ENSG00000255244	ENSMUSG00000109317	ENST00000528646	ENSMUST00000207366	0	0	0	0	0	0	3.182	38.842
ENSG00000257808	ENSMUSG00000097050	ENST00000550908	ENSMUST00000181801	0	1	0	0	0	0	4.676	8.798
ENSG00000279569	ENSMUSG00000097380	ENST00000623414	ENSMUST00000180679	1	1	1	1	1	0	6.829	42.385
ENSG00000254485	ENSMUSG00000086429	ENST00000518331	ENSMUST00000133467	0	0	0	0	0	0	3.817	24.561
ENSG00000255618	ENSMUSG00000107225	ENST00000545276	ENSMUST00000202206	1	0	0	0	0	0	7.15	22.313
ENSG00000255621	ENSMUSG00000108239	ENST00000543321	ENSMUST00000204330	1	1	0	0	1	0	4.331	73.197
ENSG00000234754	ENSMUSG00000104419	ENST00000439004	ENSMUST00000191770	0	0	0	0	0	0	3.33	19.235
ENSG00000229240	ENSMUSG00000097774	ENST00000613357	ENSMUST00000181642	0	0	0	0	0	0	5.085	44.632
ENSG00000248932	ENSMUSG00000051074	ENST00000381790	ENSMUST00000194714	0	0	0	0	0	0	5.958	27.914
ENSG00000225929	ENSMUSG00000097578	ENST00000449652	ENSMUST00000181384	1	1	1	0	1	0	8.76	10.607
ENSG00000267272	ENSMUSG00000104969	ENST00000619924	ENSMUST00000198564	1	1	1	1	1	0	9.704	19.791
ENSG00000249464	ENSMUSG00000106062	ENST00000514823	ENSMUST00000199414	0	1	1	0	0	1	8.126	48.242
ENSG00000263345	ENSMUSG00000085609	ENST00000574290	ENSMUST00000134252	0	0	0	0	0	0	3.314	27.958
ENSG00000235056	ENSMUSG00000104067	ENST00000418387	ENSMUST00000194762	0	0	0	0	0	0	8.178	0
ENSG00000272555	ENSMUSG00000103145	ENST00000608881	ENSMUST00000194616	0	0	0	0	0	0	3.382	47.42
ENSG00000237595	ENSMUSG00000087684	ENST00000435301	ENSMUST00000143649	1	1	1	1	0	0	7.65	33.382
ENSG00000269535	ENSMUSG00000097781	ENST00000594379	ENSMUST00000180842	0	0	0	0	0	0	3.814	24.965
ENSG00000261672	ENSMUSG00000109908	ENST00000561655	ENSMUST00000211191	1	1	0	0	0	0	5.747	43.042
ENSG00000232907	ENSMUSG00000087179	ENST00000559804	ENSMUST00000149275	1	1	1	0	0	0	5.176	19.693
ENSG00000254288	ENSMUSG00000097744	ENST00000519323	ENSMUST00000181371	0	0	0	0	0	0	3.692	5.26
ENSG00000218510	ENSMUSG00000086845	ENST00000416769	ENSMUST00000140495	0	0	0	0	0	0	4.381	21.827
ENSG00000265121	ENSMUSG00000086050	ENST00000584075	ENSMUST00000123882	1	1	1	1	1	1	8.411	34.109
ENSG00000274031	ENSMUSG00000097520	ENST00000618027	ENSMUST00000181864	0	0	0	0	0	0	4.086	41.201
ENSG00000253452	ENSMUSG00000109794	ENST00000523748	ENSMUST00000209671	0	0	0	0	0	0	4.427	32.14
ENSG00000272669	ENSMUSG00000087543	ENST00000609212	ENSMUST00000128342	1	0	0	0	1	0	4.668	11.866
ENSG00000263731	ENSMUSG00000097658	ENST00000582866	ENSMUST00000180595	1	1	1	1	1	1	10.062	25.369
ENSG00000225437	ENSMUSG00000089907	ENST00000418665	ENSMUST00000162432	0	0	0	0	0	0	3.399	25.908
ENSG00000236662	ENSMUSG00000092369	ENST00000447344	ENSMUST00000174082	1	0	0	0	0	0	4.269	57.581
ENSG00000270823	ENSMUSG00000097998	ENST00000604666	ENSMUST00000183056	0	1	0	0	1	0	5.601	59.979
ENSG00000242407	ENSMUSG00000085645	ENST00000495536	ENSMUST00000150698	1	1	1	1	1	0	3.804	69.172
ENSG00000280073	ENSMUSG00000097575	ENST00000624684	ENSMUST00000181092	1	1	1	1	0	0	8.97	22.81
